who_term,best_abpath_match,score,bucket,source,note
EYE::HEME::OAL::T_NK_Cell_Lymphoma::Extranodal_Lymphoma_of_Mature_NK_or_T_cell_Lineage,Eye_Orbit::Hematolymphoid::Lymphoma::Intraocular::Primary_Choroidal_Lymphoma,44,rejected,who,
EYE::HEME::OAL::T_NK_Cell_Lymphoma::T_cell_Lymphomas,Eye_Orbit::Hematolymphoid::Lymphoma::Ocular_Adnexa::T_NK::T_Cell_Lymphoma_NOS,56,rejected,who,
EYE::HEME::Reactive_Lymphoid::Reactive_Lymphoid_Hyperplasia,Eye_Orbit::Hematolymphoid::Reactive::Reactive_Lymphoid_Hyperplasia,78,rejected,who,
EYE::Lacrimal_Drainage::Benign_Premalignant::Papillomas_squamous_and_inverted,Eye_Orbit::Lacrimal_Epithelial::Benign_Premalignant::Papilloma_Inverted,76,rejected,who,
EYE::Lacrimal_Drainage::Malignant::Adenocarcinoma_NOS_of_the_Lacrimal_Drainage_System,Eye_Orbit::Lacrimal_Epithelial::Malignant::Adenocarcinoma_NOS,63,rejected,who,
EYE::Lacrimal_Drainage::Malignant::Lymphoepithelial_Carcinoma,Eye_Orbit::Lacrimal_Epithelial::Malignant::Lymphoepithelial_Carcinoma,83,review,who,
EYE::Lacrimal_Drainage::Malignant::Other_Salivary_Gland_type_Carcinomas_of_the_Lacrimal_Drainage_System,Eye_Orbit::Lacrimal_Epithelial::Malignant::Other_Salivary_Gland_Type_Carcinomas,70,rejected,who,
EYE::Lacrimal_Drainage::Malignant::Squamous_Cell_Carcinoma,Eye_Orbit::Lacrimal_Epithelial::Malignant::Squamous_Cell_Carcinoma,82,review,who,
EYE::Lacrimal_Drainage::Melanocytic::Melanoma_Involving_the_Lacrimal_Drainage_System,Eye_Orbit::Uveal_Tract::Iris::Melanocytic::Iris_Melanoma,49,rejected,who,
EYE::Lacrimal_Gland::Benign_Premalignant::Intraductal_Carcinoma,Eye_Orbit::Lacrimal_Epithelial::Benign_Premalignant::Intraductal_Carcinoma,88,review,who,
EYE::Lacrimal_Gland::Benign_Premalignant::Lacrimal_Gland_Oncocytoma,Eye_Orbit::Lacrimal_Epithelial::Benign_Premalignant::Oncocytoma,75,rejected,who,
EYE::Lacrimal_Gland::Benign_Premalignant::Myoepithelioma,Eye_Orbit::Lacrimal_Epithelial::Benign_Premalignant::Myoepithelioma,86,review,who,
EYE::Lacrimal_Gland::Cyst::Dacryops_Cyst,Eye_Orbit::Lacrimal_Gland::Cysts::Dacryops_Cyst,92,accepted,who,
EYE::Lacrimal_Gland::Malignant::Adenocarcinoma_NOS,Eye_Orbit::Lacrimal_Epithelial::Malignant::Adenocarcinoma_NOS,85,review,who,
EYE::Lacrimal_Gland::Malignant::Adenoid_Cystic_Carcinoma,Eye_Orbit::Lacrimal_Epithelial::Malignant::Adenoid_Cystic_Carcinoma,86,review,who,
EYE::Lacrimal_Gland::Malignant::Carcinoma_ex_Pleomorphic_Adenoma,Eye_Orbit::Lacrimal_Epithelial::Malignant::Carcinoma_Ex_Pleomorphic_Adenoma,88,review,who,
EYE::Lacrimal_Gland::Malignant::Mucoepidermoid_Carcinoma,Eye_Orbit::Lacrimal_Epithelial::Malignant::Mucoepidermoid_Carcinoma,86,review,who,
EYE::Lacrimal_Gland::Malignant::Primary_Ductal_Adenocarcinoma_of_the_Lacrimal_Gland,Eye_Orbit::Lacrimal_Epithelial::Malignant::Primary_Ductal_Adenocarcinoma,75,rejected,who,
EYE::Lacrimal_Gland::Malignant::Secretory_Carcinoma,Eye_Orbit::Lacrimal_Epithelial::Malignant::Secretory_Carcinoma,85,review,who,
EYE::Optic_Nerve::Primary::Malformation::Optic_Nerve_Choristoma,Eye_Orbit::Optic_Disc_Optic_Nerve::Malformation::Optic_Nerve_Choristoma,81,review,who,
EYE::Optic_Nerve::Primary::Melanocytic::Melanocytoma_of_the_Optic_Disc_and_Optic_Nerve,Eye_Orbit::Optic_Disc_Optic_Nerve::Melanocytic_Tumors::Melanocytoma,56,rejected,who,
EYE::Optic_Nerve::Primary::Meningeal::Meningioma_of_the_Optic_Nerve,Eye_Orbit::Bone::Vascular::Angiosarcoma_Of_Bone,49,rejected,who,
EYE::Optic_Nerve::Primary::Pigment_Epithelial::Medulloepithelioma_of_the_Optic_Disc_and_Optic_Nerve,Eye_Orbit::Optic_Disc_Optic_Nerve::Pigment_Epithelial_Tumors::Medulloepithelioma,63,rejected,who,
EYE::Orbit::Choristoma_Malformation::Hamartoma::Orbital_Glial_Heterotopia,Eye_Orbit::Orbit::Hamartoma::Orbital_Glial_Heterotopia,76,rejected,who,
EYE::Orbit::Choristoma_Malformation::Vascular_Malformation::Arteriovenous_Malformation,Eye_Orbit::Orbit::Vascular_Malformations::Arteriovenous_Malformation,79,rejected,who,
EYE::Orbit::Choristoma_Malformation::Vascular_Malformation::Cavernous_Vascular_Malformation,Eye_Orbit::Orbit::Vascular_Malformations::Cavernous_Vascular_Malformation,80,review,who,
EYE::Orbit::Choristoma_Malformation::Vascular_Malformation::Combined_Lymphatic_Venous_Malformation_of_the_Orbit,Eye_Orbit::Orbit::Vascular_Malformations::Combined_Lymphatic_Venous_Malformation,76,rejected,who,
EYE::Orbit::Choristoma_Malformation::Vascular_Malformation::Orbital_Venous_Malformation,Eye_Orbit::Orbit::Vascular_Malformations::Orbital_Venous_Malformation,79,rejected,who,
EYE::Orbit::Germ_Cell::Yolk_Sac_Tumor,Eye_Orbit::Orbit::Germ_Cell_Tumors::Yolk_Sac_Tumor,85,review,who,
EYE::Orbit::Melanocytic::Primary_Orbital_Melanoma,Eye_Orbit::Orbit::Melanocytic_Tumors::Primary_Orbital_Melanoma,88,review,who,
EYE::Retina_Neuro::Iris_Ciliary_Neuro::Reactive_Cystic::Glioneuronal_Hamartoma_of_the_Ciliary_Body,Eye_Orbit::Retina_Neuroepithelium::Iris_Ciliary_Body_Pigment_Epithelium::Reactive_Cystic::Glioneuronal_Hamartoma_Ciliary_Body,80,review,who,
EYE::Retina_Neuro::Iris_Ciliary_Neuro::Reactive_Cystic::Nodular_Hyperplasia_of_the_Ciliary_Epithelium,Eye_Orbit::Retina_Neuroepithelium::Iris_Ciliary_Body_Pigment_Epithelium::Reactive_Cystic::Nodular_Hyperplasia_Ciliary_Epithelium,80,review,who,
EYE::Retina_Neuro::Iris_Ciliary_Neuro::Reactive_Cystic::Reactive_Epithelial_Hyperplasia_of_the_Ciliary_Epithelium,Eye_Orbit::Retina_Neuroepithelium::Iris_Ciliary_Body_Pigment_Epithelium::Reactive_Cystic::Reactive_Epithelial_Hyperplasia_Ciliary_Epithelium,82,review,who,
EYE::Retina_Neuro::Neurosensory_Retina::Benign::Astrocytic_Tumors,Eye_Orbit::Retina_Neuroepithelium::Neurosensory_Retina::Benign::Astrocytic_Tumors,89,review,who,
EYE::Retina_Neuro::Neurosensory_Retina::Benign::Nodular_and_Massive_Retinal_Gliosis,Eye_Orbit::Retina_Neuroepithelium::Neurosensory_Retina::Benign::Nodular_Massive_Retinal_Gliosis,89,review,who,
EYE::Retina_Neuro::RPE::Benign_Malignant::Adenoma_and_Adenocarcinoma_of_the_Retinal_Pigment_Epithelium,Eye_Orbit::Retina_Neuroepithelium::Retinal_Pigment_Epithelium::Neoplastic::Adenocarcinoma_Of_Retinal_Pigment_Epithelium,65,rejected,who,
EYE::Retina_Neuro::RPE::Reactive_Hamartoma::Congenital_Hypertrophy_of_the_Retinal_Pigment_Epithelium,Eye_Orbit::Retina_Neuroepithelium::Retinal_Pigment_Epithelium::Reactive_Hamartomatous::Congenital_Hypertrophy_Of_Retinal_Pigment_Epithelium,80,review,who,
EYE::Retina_Neuro::RPE::Reactive_Hamartoma::Hamartoma_of_the_Retinal_Pigment_Epithelium,Eye_Orbit::Retina_Neuroepithelium::Retinal_Pigment_Epithelium::Reactive_Hamartomatous::Hamartoma_Of_Retinal_Pigment_Epithelium,78,rejected,who,
EYE::Retina_Neuro::RPE::Reactive_Hamartoma::Reactive_Hyperplasia_of_the_Retinal_Pigment_Epithelium,Eye_Orbit::Retina_Neuroepithelium::Retinal_Pigment_Epithelium::Reactive_Hamartomatous::Reactive_Hyperplasia_Of_Retinal_Pigment_Epithelium,80,review,who,
EYE::Soft_Tissue::Adipocytic::Benign_Lipomatous_Tumors,Eye_Orbit::Soft_Tissue::Adipocytic::Benign_Lipomatous_Tumors,95,accepted,who,
EYE::Soft_Tissue::Fibrous::Angiomyxoma,Eye_Orbit::Soft_Tissue::Fibrous_Fibroblastic::Angiomyxoma,80,review,who,
EYE::Soft_Tissue::Fibrous::Conjunctival_Stromal_Tumor_and_Ocular_Surface_Fibroma,Eye_Orbit::Soft_Tissue::Fibrous_Fibroblastic::Conjunctival_Stromal_Tumor_Ocular_Surface_Fibroma,87,review,who,
EYE::Soft_Tissue::Fibrous::Fibrous_Histiocytoma,Eye_Orbit::Soft_Tissue::Fibrous_Fibroblastic::Fibrous_Histiocytoma,83,review,who,
EYE::Soft_Tissue::Fibrous::Inflammatory_Myofibroblastic_Tumor,Eye_Orbit::Soft_Tissue::Fibrous_Fibroblastic::Inflammatory_Myofibroblastic_Tumor,87,review,who,
EYE::Soft_Tissue::Fibrous::Nodular_and_Proliferative_Fasciitis_Proliferative_Myositis,Eye_Orbit::Soft_Tissue::Fibrous_Fibroblastic::Proliferative_Fasciitis,65,rejected,who,
EYE::Soft_Tissue::Fibrous::Solitary_Fibrous_Tumor,Eye_Orbit::Soft_Tissue::Fibrous_Fibroblastic::Solitary_Fibrous_Tumor,84,review,who,
EYE::Soft_Tissue::PNST::Granular_Cell_Tumor,Eye_Orbit::Soft_Tissue::Peripheral_Nerve_Sheath::Granular_Cell_Tumor,77,rejected,who,
EYE::Soft_Tissue::PNST::Malignant_Peripheral_Nerve_Sheath_Tumor,Eye_Orbit::Soft_Tissue::Peripheral_Nerve_Sheath::Malignant_Peripheral_Nerve_Sheath_Tumor,83,review,who,
EYE::Soft_Tissue::PNST::Neurofibroma,Eye_Orbit::Soft_Tissue::Peripheral_Nerve_Sheath::Neurofibroma,74,rejected,who,
EYE::Soft_Tissue::PNST::Solitary_Circumscribed_Neuroma,Eye_Orbit::Soft_Tissue::Peripheral_Nerve_Sheath::Solitary_Circumscribed_Neuroma,81,review,who,
EYE::Soft_Tissue::Perivascular::Glomus_Tumor,Eye_Orbit::Soft_Tissue::Perivascular::Glomus_Tumor,94,accepted,who,
EYE::Soft_Tissue::Perivascular::Myopericytoma_including_Myofibroma,Eye_Orbit::Soft_Tissue::Perivascular::Myopericytoma_Myofibroma,88,review,who,
EYE::Soft_Tissue::Skeletal_Muscle::Rhabdomyosarcoma_Family,Eye_Orbit::Soft_Tissue::Skeletal_Muscle::Rhabdomyosarcoma_Family,95,accepted,who,
EYE::Soft_Tissue::Smooth_Muscle::Leiomyoma,Eye_Orbit::Soft_Tissue::Smooth_Muscle::Leiomyoma,93,accepted,who,
EYE::Soft_Tissue::Smooth_Muscle::Leiomyosarcoma,Eye_Orbit::Soft_Tissue::Smooth_Muscle::Leiomyosarcoma,94,accepted,who,
EYE::Soft_Tissue::Smooth_Muscle::Mesectodermal_Leiomyoma,Eye_Orbit::Soft_Tissue::Smooth_Muscle::Mesectodermal_Leiomyoma,95,accepted,who,
EYE::Soft_Tissue::Uncertain::Alveolar_Soft_Part_Sarcoma,Eye_Orbit::Soft_Tissue::Uncertain_Derivation::Alveolar_Soft_Part_Sarcoma,87,review,who,
EYE::Soft_Tissue::Uncertain::Epithelioid_Sarcoma,Eye_Orbit::Soft_Tissue::Uncertain_Derivation::Epithelioid_Sarcoma,85,review,who,
EYE::Soft_Tissue::Uncertain::PEComa,Eye_Orbit::Soft_Tissue::Uncertain_Derivation::PEComa,80,review,who,
EYE::Soft_Tissue::Uncertain::Synovial_Sarcoma,Eye_Orbit::Soft_Tissue::Uncertain_Derivation::Synovial_Sarcoma,84,review,who,
EYE::Soft_Tissue::Vascular::Angiosarcoma,Eye_Orbit::Soft_Tissue::Vascular::Angiosarcoma,93,accepted,who,
EYE::Soft_Tissue::Vascular::Epithelioid_Hemangioma,Eye_Orbit::Soft_Tissue::Vascular::Epithelioid_Hemangioma,94,accepted,who,
EYE::Soft_Tissue::Vascular::Hemangioblastoma,Eye_Orbit::Soft_Tissue::Vascular::Hemangioblastoma,94,accepted,who,
EYE::Soft_Tissue::Vascular::Infantile_Hemangioma,Eye_Orbit::Soft_Tissue::Vascular::Infantile_Hemangioma,94,accepted,who,
EYE::Soft_Tissue::Vascular::Lobular_Capillary_Hemangioma,Eye_Orbit::Soft_Tissue::Vascular::Lobular_Capillary_Hemangioma,95,accepted,who,
EYE::Soft_Tissue::Vascular::Lymphangiectasia,Eye_Orbit::Soft_Tissue::Vascular::Lymphangiectasia,94,accepted,who,
EYE::Soft_Tissue::Vascular::Masson_Tumor,Eye_Orbit::Soft_Tissue::Vascular::Masson_Tumor,93,accepted,who,
EYE::Uvea::Choroid_Ciliary::Benign_Melanocytic::Uveal_Melanocytoma,Eye_Orbit::Uveal_Tract::Ciliary_Body_Choroid::Benign_Melanocytic::Uveal_Melanocytoma,77,rejected,who,
EYE::Uvea::Iris::Benign_Hamartoma::Ectopic_Tissue,Eye_Orbit::Uveal_Tract::Iris::Benign_Hamartoma::Ectopic_Tissue,88,review,who,
EYE::Uvea::Iris::Benign_Hamartoma::Implantation_Cyst,Eye_Orbit::Uveal_Tract::Iris::Benign_Hamartoma::Implantation_Cyst,89,review,who,
EYE::Uvea::Iris::Benign_Hamartoma::Lisch_Nodule,Eye_Orbit::Uveal_Tract::Iris::Benign_Hamartoma::Lisch_Nodule,88,review,who,
EYE::Uvea::Iris::Benign_Hamartoma::Pigmented_Epithelial_Cyst,Eye_Orbit::Uveal_Tract::Iris::Benign_Hamartoma::Pigmented_Epithelial_Cyst,90,accepted,who,
EYE::Uvea::Iris::Melanocytic::Iris_Nevus,Eye_Orbit::Uveal_Tract::Iris::Melanocytic::Iris_Nevus,86,review,who,
EYE::Uvea::Iris::Melanocytic::Ocular_Melanocytosis,Eye_Orbit::Uveal_Tract::Iris::Melanocytic::Ocular_Melanocytosis,88,review,who,
GENETICS::CELL_CYCLE_APOPTOSIS::FAS_PATHWAY:Autoimmune_Lymphoproliferative_Syndrome_FAS_,Autoimmune_Lymphoproliferative_Syndrome_FAS,66,rejected,who,
GENETICS::CELL_CYCLE_APOPTOSIS::P53_PATHWAY:Li_Fraumeni_Syndrome_TP53_,Appendiceal_Acute_Appendicitis_Suppurative_And_Gangrenous,41,rejected,who,
GENETICS::CELL_CYCLE_APOPTOSIS::RB_PATHWAY:CDK4_Related_Melanoma_Predisposition_Syndrome_CDK4_,BAP1_Related_Tumor_Predisposition_Syndrome_BAP1,54,rejected,who,
GENETICS::CELL_CYCLE_APOPTOSIS::RB_PATHWAY:Multiple_Endocrine_Neoplasia_Type_4_CDKN1B_,Appendiceal_Neuroendocrine_Tumor_Well_Differentiated,36,rejected,who,
GENETICS::DNA_REPAIR_STABILITY::BASE_EXCISION_REPAIR:MBD4_Associated_Neoplasia_Syndrome_MBD4_,BRCA1_BRCA2_Associated_Syndrome,40,rejected,who,
GENETICS::DNA_REPAIR_STABILITY::BASE_EXCISION_REPAIR:MUTYH_Associated_Polyposis_MUTYH_,AXIN2_Associated_Polyposis,39,rejected,who,
GENETICS::DNA_REPAIR_STABILITY::BASE_EXCISION_REPAIR:NTHL1_Related_Tumor_Syndrome_NTHL1_,BAP1_Related_Tumor_Predisposition_Syndrome_BAP1,43,rejected,who,
GENETICS::DNA_REPAIR_STABILITY::CHROMOSOMAL_ANEUPLOIDY:Klinefelter_Syndrome,Antiphospholipid_Antibody_Syndrome,40,rejected,who,
GENETICS::DNA_REPAIR_STABILITY::CHROMOSOMAL_ANEUPLOIDY:Mosaic_Variegated_Aneuploidy_BUB1B_CEP57_TRIP13_BUB1_BUB3_,BST::Bone::Depositional_Metabolic::Metabolic::Common_Metabolic_Bone_Disorders,34,rejected,who,
GENETICS::DNA_REPAIR_STABILITY::CHROMOSOMAL_ANEUPLOIDY:Turner_Syndrome,Antiphospholipid_Antibody_Syndrome,42,rejected,who,
GENETICS::DNA_REPAIR_STABILITY::HELICASES:Bloom_Syndrome_BLM_,Ataxia_Telangiectasia_Syndrome_ATM,46,rejected,who,
GENETICS::DNA_REPAIR_STABILITY::HELICASES:DDX41_Related_Hematologic_Tumor_Predisposition_Syndrome_DDX41_,BAP1_Related_Tumor_Predisposition_Syndrome_BAP1,57,rejected,who,
GENETICS::DNA_REPAIR_STABILITY::HELICASES:Rothmund_Thomson_Syndrome_ANAPC1_RECQL4_,BAP1_Related_Tumor_Predisposition_Syndrome_BAP1,42,rejected,who,
GENETICS::DNA_REPAIR_STABILITY::HELICASES:Werner_Syndrome_WRN_,Ataxia_Telangiectasia_Syndrome_ATM,44,rejected,who,
GENETICS::DNA_REPAIR_STABILITY::HOMOLOGOUS_RECOMBINATION:PALB2_Related_Cancer_Predisposition_Syndrome_PALB2_,BAP1_Related_Tumor_Predisposition_Syndrome_BAP1,49,rejected,who,
GENETICS::DNA_REPAIR_STABILITY::HOMOLOGOUS_RECOMBINATION:RAD51_Related_Cancer_Predisposition_Syndrome_RAD51C_RAD51D_,BAP1_Related_Tumor_Predisposition_Syndrome_BAP1,49,rejected,who,
GENETICS::DNA_REPAIR_STABILITY::NHEJ_REPAIR:Ataxia_Telangiectasia_Syndrome_ATM_,Ataxia_Telangiectasia_Syndrome_ATM,60,rejected,who,
GENETICS::DNA_REPAIR_STABILITY::NHEJ_REPAIR:CHEK2_Related_Hereditary_Breast_Cancer_Predisposition_Syndrome_CHEK2_,BAP1_Related_Tumor_Predisposition_Syndrome_BAP1,48,rejected,who,
GENETICS::DNA_REPAIR_STABILITY::NHEJ_REPAIR:Nijmegen_Breakage_Syndrome_NBN_,Ataxia_Telangiectasia_Syndrome_ATM,39,rejected,who,
GENETICS::DNA_REPAIR_STABILITY::NUCLEOTIDE_EXCISION_REPAIR:Xeroderma_Pigmentosum,BST::Soft_Tissue::Depositional_Metabolic::Deposition::Xanthomas,41,rejected,who,
GENETICS::EPIGENETICS_CHROMATIN::CHROMATIN_REMODELING:Clear_Cell_Meningioma_Predisposition_Syndrome_SMARCE1_,BAP1_Related_Tumor_Predisposition_Syndrome_BAP1,44,rejected,who,
GENETICS::EPIGENETICS_CHROMATIN::CHROMATIN_REMODELING:Schwannomatosis_SMARCB1_LZTR1_,BST::Bone::Osteogenic::Benign::Bone_Island_Enostosis,37,rejected,who,
GENETICS::EPIGENETICS_CHROMATIN::CHROMATIN_REMODELING:Weaver_Syndrome_EZH2_,Ataxia_Telangiectasia_Syndrome_ATM,39,rejected,who,
GENETICS::EPIGENETICS_CHROMATIN::IMPRINTING_DISORDERS:Beckwith_Wiedemann_Spectrum_IGF2_CDKN1C_,BST::Bone::Depositional_Metabolic::Deposition::Crystal_Deposition_Diseases,33,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::GCPR_PATHWAY:Glucagon_Cell_Hyperplasia_and_Neoplasia_GCGR_,Anal_Intraepithelial_Neoplasia_High_Grade_HSIL,40,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::GCPR_PATHWAY:McCune_Albright_Syndrome_GNAS_,Autoimmune_Lymphoproliferative_Syndrome_FAS,38,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::GCPR_PATHWAY:Sturge_Weber_Syndrome_GNAQ_,BST::Bone::Chondrogenic::Malignant::Chondrosarcoma_Grade_2_3,37,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::GF_RECEPTORS:Encephalocraniocutaneous_Lipomatosis_FGFR1_,Acute_Disseminated_Encephalomyelitis,38,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::GF_RECEPTORS:Hereditary_Neuroblastoma_ALK_PHOX2B_,BST::Bone::Hematolymphoid::Malignant::Solitary_Plasmacytoma,41,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::GF_RECEPTORS:Hereditary_Papillary_Renal_Carcinoma_MET_,BST::Bone::Other::Malignant::Metastatic_Carcinoma_Bone,45,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::GF_RECEPTORS:Juvenile_Polyposis_Syndrome_BMPR1A_SMAD4_,BAP1_Related_Tumor_Predisposition_Syndrome_BAP1,38,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::HEDGEHOG_PATHWAY:ELP1_Related_Medulloblastoma_Predisposition_Syndrome_ELP1_,BAP1_Related_Tumor_Predisposition_Syndrome_BAP1,52,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::HEDGEHOG_PATHWAY:Osteochondromatosis_EXT1_EXT2_,BST::Bone::Chondrogenic::Benign::Bizarre_Parosteal_Osteochondromatous_Proliferation,46,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::HEDGEHOG_PATHWAY:SMO_Related_Curry_Jones_Syndrome_SMO_,BAP1_Related_Tumor_Predisposition_Syndrome_BAP1,38,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::MTOR_PI3K_PATHWAY:Activated_Phosphatidylinositol_3_OH_Kinase_delta_Syndrome_APDS_PIK3CD_,Activated_PI3K_Delta_Syndrome_APDS_PIK3CD,50,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::MTOR_PI3K_PATHWAY:PTEN_Hamartoma_Tumor_Syndrome_PTEN_,BST::Bone::Osteogenic::Malignant::Osteosarcoma_Low_Grade_Central,41,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::NF_KB_PATHWAY:Brooke_Spiegler_Syndrome_CYLD_,Anaplastic_Thyroid_Carcinoma_Spindle_Cell,37,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::PKA_PATHWAY:Carney_Complex_PRKAR1A_PDE8B_PDE11A_,BST::Bone::Chondrogenic::Malignant::Chondrosarcoma_Clear_Cell,38,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::PKA_PATHWAY:PROS_Syndrome_PIK3CA_,Activated_PI3K_Delta_Syndrome_APDS_PIK3CD,42,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::RAS_MAPK_PATHWAY:Costello_Syndrome_HRAS_,BST::Bone::Hematolymphoid::Malignant::Plasma_Cell_Myeloma,44,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::RAS_MAPK_PATHWAY:Schimmelpenning_Feuerstein_Mims_HRAS_KRAS_,BST::Bone::Chondrogenic::Malignant::Chondrosarcoma_Periosteal,35,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::TRANSCRIPTION_REGULATORS:Birt_Hogg_Dube_Syndrome_FLCN_,Anal_Intraepithelial_Neoplasia_High_Grade_HSIL,36,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::TRANSCRIPTION_REGULATORS:Familial_Chordoma_TBXT_,BST::Bone::Other::Malignant::Undifferentiated_Pleomorphic_Sarcoma_Bone,41,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::TRANSCRIPTION_REGULATORS:MAFA_Related_Familial_Insulinomatosis_MAFA_,BST::Bone::Hematolymphoid::Malignant::Plasma_Cell_Myeloma,38,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::WNT_TGFBETA_PATHWAY:AXIN2_Associated_Polyposis_AXIN2_,AXIN2_Associated_Polyposis_AXIN2,53,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::WNT_TGFBETA_PATHWAY:Gastric_Adenocarcinoma_and_Proximal_Polyposis_of_Stomach_GAPPS_APC_Promoter,BST::Bone::Other::Malignant::Metastatic_Carcinoma_Bone,38,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::WNT_TGFBETA_PATHWAY:Hereditary_Mixed_Polyposis_Syndrome_GREM1_,BST::Bone::Other::Malignant::Undifferentiated_Pleomorphic_Sarcoma_Bone,42,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::WNT_TGFBETA_PATHWAY:Peutz_Jeghers_Syndrome_STK11_,BST::Bone::Other::Malignant::Metastatic_Carcinoma_Bone,38,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::WNT_TGFBETA_PATHWAY:Serrated_Polyposis_RNF43_,Appendiceal_Sessile_Serrated_Lesion,40,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::WNT_TGFBETA_PATHWAY:WAGR_Syndrome_WT1_,BST::Bone::Other::Malignant::Metastatic_Carcinoma_Bone,41,rejected,who,
GENETICS::GROWTH_FACTOR_SIGNALING::WNT_TGFBETA_PATHWAY:WT1_Related_Tumor_Predisposition_Syndrome_WT1_,BAP1_Related_Tumor_Predisposition_Syndrome_BAP1,58,rejected,who,
GENETICS::METABOLISM_OXIDATIVE_STRESS::ANGIOGENESIS:Von_Hippel_Lindau_Syndrome_VHL_,Ataxia_Telangiectasia_Syndrome_ATM,43,rejected,who,
GENETICS::METABOLISM_OXIDATIVE_STRESS::TOXIC_METABOLITES:Hereditary_Tyrosinemia_Type_1_FAH_,BST::Bone::Depositional_Metabolic::Metabolic::Common_Metabolic_Bone_Disorders,38,rejected,who,
GENETICS::PROTEIN_REGULATION::UBIQUITIN_PATHWAY:BAP1_Related_Tumor_Predisposition_Syndrome_BAP1_,BAP1_Related_Tumor_Predisposition_Syndrome_BAP1,66,rejected,who,
GENETICS::RNA_REGULATION::MICRORNA:MicroRNA_Processor_Tumor_Predisposition_Syndromes_DROSHA_DGCR8_,BAP1_Related_Tumor_Predisposition_Syndrome_BAP1,55,rejected,who,
GENETICS::RNA_REGULATION::RNA_SPLICING:Goldenhar_Syndrome_MYT1_SF3B2_,Ataxia_Telangiectasia_Syndrome_ATM,43,rejected,who,
GENETICS::TELOMERE_MAINTENANCE::TELOMERE_BIOLOGY:Dyskeratosis_Congenita_DKC1_TERT_TERC_TINF2_Other_IBMFS_Genes,BST::Bone::Vascular::Malignant::Epithelioid_Hemangioendothelioma_Bone,39,rejected,who,
GI::Anus::Anal_Neuroendocrine_Neoplasms,GI::Anus::Neoplastic::Neuroendocrine::Anal_Neuroendocrine_Neoplasm,72,rejected,who,
GI::Anus::Benign_Precursors::Anal_Condyloma,GI::Anus::Inflammatory::Infectious::Anal_Infections_Other,56,rejected,who,
GI::Anus::Benign_Precursors::Anal_Squamous_Dysplasia_intraepithelial_neoplasia,GI::Anus::Neoplastic::Squamous::Anal_Squamous_Intraepithelial_Neoplasia,77,rejected,who,
GI::Anus::Benign_Precursors::Inflammatory_Cloacogenic_Polyp,GI::Pancreas::Inflammatory::Pancreatitis::Pancreatic_Pseudocyst,54,rejected,who,
GI::Appendix::Appendiceal_Adenocarcinoma,GI::Appendix::Neoplastic::Adenocarcinoma::Appendiceal_Goblet_Cell_Adenocarcinoma,67,rejected,who,
GI::Appendix::Appendiceal_Goblet_Cell_Adenocarcinoma,GI::Appendix::Neoplastic::Adenocarcinoma::Appendiceal_Goblet_Cell_Adenocarcinoma,79,rejected,who,
GI::Appendix::Appendiceal_Mucinous_Neoplasm,GI::Appendix::Neoplastic::Mucinous::Appendiceal_Mucinous_Neoplasm_Overview,74,rejected,who,
GI::Appendix::Appendiceal_Serrated_Lesions_and_Polyps,GI::Appendix::Neoplastic::Polyp::Appendiceal_Sessile_Serrated_Lesion,68,rejected,who,
GI::Esophagus::Benign_Precursors::Esophageal_Squamous_Dysplasia,GI::Esophagus::Neoplastic::Squamous::Esophageal_Squamous_Dysplasia,81,review,who,
GI::Esophagus::Benign_Precursors::Esophageal_Squamous_Papilloma,GI::Esophagus::Neoplastic::Squamous::Esophageal_Squamous_Papilloma,81,review,who,
GI::Esophagus::Esophageal_Adenoid_Cystic_Carcinoma,GI::Esophagus::Neoplastic::Salivary_Type::Esophageal_Adenoid_Cystic_Carcinoma,79,rejected,who,
