tag,root,record_count
Skin::Inflammatory::Granulomatous::Necrobiosis_Lipoidica,Skin,101
BST::Soft_Tissue::Adipocytic::Malignant::Dedifferentiated_Liposarcoma,BST,100
Skin::Inflammatory::Blistering::Dermatitis_Herpetiformis,Skin,100
Skin::Neoplastic::Adnexal::Eccrine::Syringoma,Skin,100
Skin::Neoplastic::Adnexal::Paget::Extramammary_Paget_Disease,Skin,100
BST::Soft_Tissue::Fibroblastic::Intermediate::Solitary_Fibrous_Tumor,BST,99
Cyto_GYN::Benign_Reactive::Non_Neoplastic::Squamous_Metaplasia_Mature,Cyto_GYN,99
Cyto_GYN::Benign_Reactive::Non_Neoplastic::Tubal_Metaplasia,Cyto_GYN,99
GU::Bladder::Urothelial::Non_Invasive_Papillary_Urothelial_Carcinoma,GU::Bladder,99
HN::Odontogenic_Maxillofacial::Jaw_Cyst::Radicular_Cyst,HN,99
Cyto_Salivary::Malignant::Acinic_Cell_Carcinoma,Cyto_Salivary,98
GI::Anus::Neoplastic::Squamous::Anal_Squamous_Intraepithelial_Neoplasia,GI,98
HN::Salivary_Gland::Malignant_Tumor::Salivary_Duct_Carcinoma,HN,98
Skin::Inflammatory::Panniculitis::Lupus_Panniculitis_Profundus,Skin,98
Skin::Neoplastic::Hematolymphoid::Langerhans_Cell_Histiocytosis,Skin,98
BST::Bone::Other::Intermediate::Adamantinoma_Classic,BST,97
Cyto_Salivary::Category::Malignant,Cyto_Salivary,97
Cyto_Urinary::Infectious::Viral::Human_Papillomavirus_HPV,Cyto_Urinary,97
GU::Prostate::Therapy_Effects::Radiation,GU::Prostate,97
Skin::Depositional_Metabolic::Mucinosis::Mucocele,Skin,97
Cyto_Fluids::Category::Malignant,Cyto_Fluids,96
GYN::Vulva::Neoplastic::Epithelial::Malignant::Squamous_Cell_Carcinoma,GYN::Vulva,96
Skin::Infectious::Fungal::Blastomycosis_Cutaneous,Skin,96
Skin::Inflammatory::Interface::Dermatomyositis,Skin,96
Cyto_Urinary::Category::Negative_For_High_Grade_Urothelial_Carcinoma_NHGUC,Cyto_Urinary,95
Cyto_Thoracic::Category::Suspicious_For_Malignancy,Cyto_Thoracic,94
Endo::Thyroid::Congenital_Structural::Malformation::Solid_Cell_Nests,Endo,94
Cyto_Urinary::Specimen_Type::Voided_Urine,Cyto_Urinary,93
GYN::Uterus::Neoplastic::Epithelial::Malignant::Serous_Adenocarcinoma,GYN::Uterus,93
HN::Heme::B_Cell::Plasmacytoma,HN,93
HN::Sinonasal::Other::Meningioma,HN,93
Molecular::Solid::Gynecologic::Cervical_Carcinoma,Molecular,93
Cyto_Breast::Inflammatory::Fat_Necrosis,Cyto_Breast,92
Cyto_GYN::Benign_Reactive::Non_Neoplastic::Atrophy_Atrophic_Vaginitis,Cyto_GYN,92
GU::Prostate::Glandular_neoplasms::Prostatic_Ductal_Adenocarcinoma,GU::Prostate,92
Skin::Congenital_Structural::Cyst::Epidermoid_Cyst_Infundibular,Skin,92
BST::Soft_Tissue::Fibroblastic::Malignant::Low_Grade_Fibromyxoid_Sarcoma,BST,91
GYN::Uterus::Neoplastic::Mesenchymal::Malignant::Leiomyosarcoma,GYN::Uterus,91
HN::Odontogenic_Maxillofacial::Malignant_Bone_Cartilage::Chondrosarcoma,HN,91
BST::Soft_Tissue::Fibrohistiocytic::Benign::Tenosynovial_Giant_Cell_Tumor_Localized,BST,90
BST::Soft_Tissue::Fibrohistiocytic::Intermediate::Tenosynovial_Giant_Cell_Tumor_Diffuse,BST,90
Cyto_GYN::Squamous::Anal_Intraepithelial_Neoplasia_High_Grade_HSIL,Cyto_GYN,90
GI::Esophagus::Inflammatory::Esophagitis::Esophageal_Reflux_Esophagitis_GERD,GI,90
Skin::Neoplastic::Melanocytic::Benign::Special_Site_Nevus,Skin,90
Skin::Neoplastic::Adnexal::Adnexal_Neoplasm_Overview_NOS,Skin,89
BST::Soft_Tissue::Adipocytic::Malignant::Myxoid_Liposarcoma,BST,88
BST::Soft_Tissue::Vascular::Intermediate::Kaposi_Sarcoma,BST,88
Cyto_Salivary::Benign::Pleomorphic_Adenoma_Mixed_Tumor,Cyto_Salivary,88
Endo::Thyroid::Congenital_Structural::Cyst::Thyroglossal_Duct_Cyst,Endo,88
Cyto_Breast::Benign::Neoplasm::Fibroadenoma_Simple,Cyto_Breast,87
Cyto_Pancreatobiliary::Pattern::Mucinous_Background,Cyto_Pancreatobiliary,87
GYN::Cervix::Neoplastic::Epithelial::Malignant::Gastric_Type_Adenocarcinoma_HPV_Independent,GYN::Cervix,87
GYN::Ovary::Neoplastic::Germ_Cell::Malignant::Yolk_Sac_Tumor,GYN::Ovary,87
HN::Soft_Tissue::Adipocytic::Liposarcoma,HN,87
Skin::Depositional_Metabolic::Amyloidosis::Amyloidosis_Nodular,Skin,87
GU::Kidney::Histology_&_Anatomy::Histology_&_Anatomy_of_Kidney,GU::Kidney,86
GYN::Uterus::Neoplastic::Metastatic::Secondary_Tumors,GYN::Uterus,86
HN::Heme::B_Cell::Diffuse_Large_B_Cell_Lymphoma,HN,86
HN::Heme::T_NK_Cell::Extranodal_NK_T_Cell_Lymphoma,HN,86
HN::Salivary_Gland::Malignant_Tumor::Polymorphous_Adenocarcinoma,HN,86
Skin::Infectious::Viral::Molluscum_Contagiosum,Skin,86
Cyto_Urinary::Category::Atypical_Urothelial_Cells_AUC,Cyto_Urinary,85
GYN::Ovary::Neoplastic::Mesenchymal::Malignant::Smooth_Muscle_Tumors,GYN::Ovary,85
Molecular::Solid::Gastrointestinal::Hepatocellular_Carcinoma,Molecular,85
Skin::Neoplastic::Hematolymphoid::Cutaneous_B_Cell_Lymphoma,Skin,85
Cyto_Heme::Benign_Reactive::General::Granulomatous_Lymphadenitis_NOS,Cyto_Heme,84
Cyto_Thyroid::Category::Follicular_Neoplasm_Suspicious_FN_SFN,Cyto_Thyroid,84
GYN::Fallopian_Tube::Inflammatory::Acute::Salpingitis,GYN::Fallopian_Tube,84
HN::Soft_Tissue::Fibroblastic_Myofibroblastic::Solitary_Fibrous_Tumor,HN,84
Molecular::Hereditary::Metabolic::Alpha_1_Antitrypsin_Deficiency,Molecular,84
Skin::Infectious::Fungal::Cryptococcus_w/_PAS_&_GMS,Skin,84
Skin::Neoplastic::Soft_Tissue::Muscular::Leiomyosarcoma_Cutaneous,Skin,84
BST::Bone::Vascular::Benign::Hemangioma_Of_Bone,BST,83
BST::Soft_Tissue::Vascular::Malignant::Epithelioid_Hemangioendothelioma,BST,83
Molecular::Solid::Skin::Melanoma,Molecular,83
Skin::Inflammatory::Blistering::Cicatricial_Pemphigoid_Mucous_Membrane,Skin,83
Cyto_GYN::Glandular::Carcinoma::Adenocarcinoma_NOS,Cyto_GYN,82
Cyto_Heme::Benign_Reactive::Infectious::Mycobacterium_Tuberculosis,Cyto_Heme,82
Cyto_Soft_Tissue::Category::Benign,Cyto_Soft_Tissue,82
Skin::Inflammatory::Interface::Graft_Versus_Host_Disease_Acute,Skin,82
Cyto_Thyroid::Intermediate::Noninvasive_Follicular_Thyroid_Neoplasm_NIFTP,Cyto_Thyroid,81
GU::Kidney::Renal_cell::Renal_Cell_Carcinoma_NOS,GU::Kidney,81
HN::Soft_Tissue::Peripheral_Nerve_Sheath::Neurofibroma,HN,81
HN::Soft_Tissue::Vascular::Epithelioid_Hemangioma,HN,81
Skin::Inflammatory::Degenerative::Solar_Elastosis,Skin,81
GYN::Fallopian_Tube::Neoplastic::Epithelial::Malignant::Serous_Carcinoma_And_STIC,GYN::Fallopian_Tube,80
HN::Soft_Tissue::Peripheral_Nerve_Sheath::Schwannoma,HN,80
BST::Soft_Tissue::Vascular::Benign::Lymphangioma,BST,79
Cyto_GYN::Benign_Reactive::Endometrial_Cells_On_Pap_Test,Cyto_GYN,79
Cyto_Thyroid::Benign_Reactive::Hashimoto_Thyroiditis_Chronic_Lymphocytic,Cyto_Thyroid,79
HN::Ear_Temporal_Bone::External_Auditory_Canal::Keloid,HN,79
Skin::Depositional_Metabolic::Mucinosis::Scleromyxedema,Skin,79
Skin::Infectious::Viral::Herpes_Zoster_Varicella_VZV,Skin,79
Skin::Inflammatory::Granulomatous::Rheumatoid_Nodule,Skin,79
Skin::Inflammatory::Interface::Lichen_Striatus,Skin,79
BST::Soft_Tissue::Fibrohistiocytic::Benign::Dermatofibroma_Fibrous_Histiocytoma,BST,78
HN::Soft_Tissue::Uncertain_Differentiation::Synovial_Sarcoma,HN,78
Skin::Inflammatory::Psoriasiform::Psoriasis_Guttate,Skin,78
Skin::Neoplastic::Adnexal::Eccrine::Porocarcinoma,Skin,78
BST::Soft_Tissue::Fibroblastic::Intermediate::Myxoinflammatory_Fibroblastic_Sarcoma,BST,77
BST::Soft_Tissue::Skeletal_Muscle::Malignant::Embryonal_Rhabdomyosarcoma,BST,77
Cyto_GI_Tract::Colon::Benign_Reactive::Adenoma,Cyto_GI_Tract,77
Cyto_GYN::Glandular::Atypical_Glandular_Cells_AGC_NOS,Cyto_GYN,77
GU::Prostate::Benign::Adenosis,GU::Prostate,77
BST::Bone::Osteogenic::Malignant::Osteosarcoma_Parosteal,BST,76
BST::Soft_Tissue::Uncertain_Diff::Malignant::Synovial_Sarcoma_Biphasic,BST,76
BST::Soft_Tissue::Uncertain_Diff::Malignant::Synovial_Sarcoma_Monophasic,BST,76
Cyto_Adrenal::Benign::Normal_Adrenal_Cytology,Cyto_Adrenal,76
GYN::Uterus::Neoplastic::Mesenchymal::Malignant::Low_Grade_Endometrial_Stromal_Sarcoma,GYN::Uterus,76
HN::Oral_Cavity::Precursor::Submucous_Fibrosis,HN,76
Molecular::Heme::Myeloid::Acute_Promyelocytic_Leukemia,Molecular,76
Skin::Infectious::Bacterial::Bullous_Impetigo,Skin,76
Skin::Inflammatory::Vasculitis::Erythema_Elevatum_Diutinum,Skin,76
GI::Stomach::Inflammatory::Gastritis::Gastric_Chronic_Helicobacter_Pylori_Gastritis,GI,75
GU::Bladder::Non_Neoplastic::Nephrogenic_Adenoma,GU::Bladder,75
HN::Odontogenic_Maxillofacial::Benign_Mesenchymal::Cemento_Ossifying_Fibroma,HN,75
HN::Salivary_Gland::Malignant_Tumor::Acinic_Cell_Carcinoma,HN,75
Skin::Depositional_Metabolic::Amyloidosis::Amyloidosis_Lichen,Skin,75
Skin::Inflammatory::Interface::Lichen_Nitidus,Skin,75
Skin::Neoplastic::Hematolymphoid::Primary_Cutaneous_Anaplastic_Large_Cell_Lymphoma,Skin,75
Skin::Neoplastic::Metastatic::Metastatic_Breast_Carcinoma,Skin,75
Cyto_GYN::Benign::Normal_GYN_Cytology,Cyto_GYN,74
Cyto_Management::Ancillary_Testing::HPV_Testing,Cyto_Management,74
Endo::Thyroid::Neoplastic::Epithelial::Malignant::Anaplastic_Thyroid_Carcinoma,Endo,74
GYN::Vulva::Neoplastic::Epithelial::Precursor::Vulvar_Intraepithelial_Neoplasia_VIN,GYN::Vulva,74
HN::Salivary_Gland::Malignant_Tumor::Squamous_Cell_Carcinoma,HN,74
HN::Salivary_Gland::Non_Neoplastic::Sjogren_Syndrome,HN,74
HN::Soft_Tissue::Vascular::Kaposi_Sarcoma,HN,74
Heme::Mature_B_Cell::Burkitt::Burkitt_Lymphoma,Heme,74
Skin::Inflammatory::Vasculitis::Polyarteritis_Nodosa,Skin,74
BST::Bone::Osteogenic::Benign::Osteoma,BST,73
BST::Soft_Tissue::Uncertain_Diff::Intermediate::Ossifying_Fibromyxoid_Tumor,BST,73
Cyto_GYN::Glandular::Carcinoma::Adenocarcinoma_Endocervical_Mucinous_Gastric_Type,Cyto_GYN,73
GYN::Ovary::Neoplastic::Epithelial::Benign::Serous_Tumor_Benign,GYN::Ovary,73
GYN::Peritoneum::Congenital_Structural::Cyst::Peritoneal_Inclusion_Cysts,GYN::Peritoneum,73
Skin::Inflammatory::Blistering::Pemphigus_Vegetans,Skin,73
Skin::Neoplastic::Soft_Tissue::Fibrous::Atypical_Fibroxanthoma,Skin,73
Skin::Neoplastic::Soft_Tissue::Fibrous::Pleomorphic_Dermal_Sarcoma,Skin,73
BST::Soft_Tissue::Uncertain_Diff::Malignant::Epithelioid_Sarcoma,BST,72
Cyto_Fluids::Specimen_Type::Cerebrospinal_Fluid_CSF,Cyto_Fluids,72
Endo::Parathyroid::Nonneoplastic::Hyperplasia::Primary_Multiglandular_Parathyroid_Disease,Endo,72
HN::Salivary_Gland::Benign_Tumor::Basal_Cell_Adenoma,HN,72
HN::Sinonasal::Inflammatory::Nasal_Polyp,HN,72
Skin::Infectious::Bacterial::Bacillary_Angiomatosis_Bartonella,Skin,72
Skin::Infectious::Fungal::Mycetoma,Skin,72
Skin::Neoplastic::Soft_Tissue::Adipocytic::Angiolipoma,Skin,72
Cyto_Pancreatobiliary::Malignant::Solid_Pseudopapillary::Solid_Pseudopapillary_Neoplasm_SPN,Cyto_Pancreatobiliary,71
GYN::Ovary::Neoplastic::Epithelial::Borderline::Mucinous_Borderline_Tumor_Intestinal_Type,GYN::Ovary,71
GYN::Ovary::Neoplastic::Metastatic::Metastatic_Colorectal_Carcinoma,GYN::Ovary,71
HN::Oropharynx::Carcinoma::Squamous_Cell_Carcinoma_HPV_Associated,HN,71
Heme::Plasma_Cell_Neoplasm::Plasma_Cell_Myeloma,Heme,71
Neuro::Tumor::Diffuse_Glioma::Adult::Glioblastoma_IDH_wildtype,Neuro,71
Skin::Congenital_Structural::Genodermatosis::Darier_Disease_Keratosis_Follicularis,Skin,71
Skin::Depositional_Metabolic::Calcification::Calcinosis_Cutis_Dystrophic,Skin,71
Skin::Inflammatory::Alopecia::Lichen_Planopilaris,Skin,71
BST::Soft_Tissue::Fibroblastic::Intermediate::Inflammatory_Myofibroblastic_Tumor,BST,70
BST::Soft_Tissue::Uncertain_Diff::Malignant::Alveolar_Soft_Part_Sarcoma,BST,70
Cyto_Fluids::Pattern::Psammoma_Bodies,Cyto_Fluids,70
Cyto_GYN::Benign_Reactive::Non_Neoplastic::Pemphigus_Vulgaris,Cyto_GYN,70
Cyto_Heme::Malignant::B_Cell_Small::Mantle_Cell_Lymphoma_Classic,Cyto_Heme,70
HN::Odontogenic_Maxillofacial::Giant_Cell_Lesion::Central_Giant_Cell_Granuloma,HN,70
Molecular::Solid::Soft_Tissue::Sarcoma_Translocation_Associated,Molecular,70
Cyto_Heme::Malignant::B_Cell_Large::Diffuse_Large_B_Cell_Lymphoma_DLBCL,Cyto_Heme,69
Skin::Infectious::Viral::Verruca_Vulgaris_Common_Wart,Skin,69
Skin::Inflammatory::Neutrophilic::Pyoderma_Gangrenosum,Skin,69
Skin::Inflammatory::Spongiotic::Pityriasis_Rosea,Skin,69
Skin::Neoplastic::Soft_Tissue::Fibrous::Nodular_Fasciitis,Skin,69
Breast::Neoplastic::Mesenchymal::Benign::Pseudoangiomatous_Stromal_Hyperplasia_PASH,Breast,68
Cyto_Thoracic::Malignant::Neuroendocrine::Carcinoid_Tumor_Typical,Cyto_Thoracic,68
GYN::Peritoneum::Neoplastic::Epithelial::Malignant::Serous_Carcinoma,GYN::Peritoneum,68
HN::Sinonasal::Inflammatory::Granulomatosis_With_Polyangiitis,HN,68
Skin::Inflammatory::Spongiotic::Stasis_Dermatitis,Skin,68
Skin::Neoplastic::Soft_Tissue::Vascular::Intravascular_Papillary_Endothelial_Hyperplasia,Skin,68
Cyto_Fluids::Malignant::Metastatic::Squamous_Cell_Carcinoma,Cyto_Fluids,67
Cyto_Thoracic::Category::Benign,Cyto_Thoracic,67
Skin::Congenital_Structural::Genodermatosis::Ichthyosis,Skin,67
Skin::Inflammatory::Vasculitis::Urticarial_Vasculitis,Skin,67
Skin::Neoplastic::Hematolymphoid::Mastocytosis_Urticaria_Pigmentosa,Skin,67
Skin::Neoplastic::Metastatic::Metastatic_Colon_Carcinoma,Skin,67
Skin::Neoplastic::Soft_Tissue::Vascular::Glomus_Tumor,Skin,67
BST::Bone::Notochordal::Benign::Benign_Notochordal_Cell_Tumor,BST,66
Cyto_Fluids::Category::Atypia_Of_Undetermined_Significance_AUS,Cyto_Fluids,66
Cyto_GI_Tract::Stomach::Benign_Reactive::Epithelial_Repair,Cyto_GI_Tract,66
Cyto_Liver::Malignant::Hepatocellular::Hepatocellular_Carcinoma_Moderately_Differentiated,Cyto_Liver,66
Endo::Adrenal::Neoplastic::Epithelial_Cortical::Malignant::Adrenal_Cortical_Carcinoma,Endo,66
HN::Heme::B_Cell::Extranodal_Marginal_Zone_Lymphoma,HN,66
HN::Odontogenic_Maxillofacial::Fibro_Osseous::Fibrous_Dysplasia,HN,66
Molecular::Concept::Quality::Quantitative_Controls_Gene_Expression_MRD,Molecular,66
Skin::Inflammatory::Blistering::Epidermolysis_Bullosa_Acquisita,Skin,66
Breast::Neoplastic::Epithelial::Benign::Usual_Ductal_Hyperplasia_UDH,Breast,65
Cyto_Neuro::Category::Malignant,Cyto_Neuro,65
HN::Salivary_Gland::Benign_Tumor::Warthin_Tumor,HN,65
Molecular::Heme::Lymphoid::T_Cell_Lymphoma,Molecular,65
Molecular::Hereditary::Metabolic::Mitochondrial_Disorders,Molecular,65
BST::Soft_Tissue::Uncertain_Diff::Malignant::Extraskeletal_Myxoid_Chondrosarcoma,BST,64
BST::Soft_Tissue::Uncertain_Diff::Malignant::PEComa_Malignant,BST,64
HN::Soft_Tissue::Vascular::Angiosarcoma,HN,64
Skin::Congenital_Structural::Genodermatosis::Pseudoxanthoma_Elasticum,Skin,64
Skin::Inflammatory::Vasculitis::Livedoid_Vasculopathy_Atrophie_Blanche,Skin,64
Cyto_Fluids::Benign::Normal_Serous_Effusion_Cytology,Cyto_Fluids,63
Cyto_Salivary::NonNeoplastic::Reactive::Oncocytic_Metaplasia,Cyto_Salivary,63
GU::Bladder::Squamous_Neoplasms::Squamous_Cell_Carcinoma,GU::Bladder,63
GU::Bladder::Urothelial::Papillary_Urothelial_Neoplasm_of_Low_Malignant_Potential,GU::Bladder,63
GYN::Ovary::Neoplastic::Germ_Cell::Malignant::Dysgerminoma,GYN::Ovary,63
HN::Neck_Lymph_Node::Cyst::Dermoid_Cyst,HN,63
Heme::Immune_Deficiency_Associated::Post_Transplant_Lymphoproliferative_Disorder_PTLD,Heme,63
BST::Bone::Chondrogenic::Malignant::Chondrosarcoma_Dedifferentiated,BST,62
BST::Soft_Tissue::Uncertain_Diff::Intermediate::Mixed_Tumor_Myoepithelioma,BST,62
Cyto_Thoracic::Malignant::Neuroendocrine::Large_Cell_Neuroendocrine_Carcinoma_LCNEC,Cyto_Thoracic,62
GYN::Uterus::Neoplastic::Mesenchymal::Benign::PEComa,GYN::Uterus,62
HN::Sinonasal::Papilloma::Sinonasal_Papilloma_Inverted,HN,62
Molecular::Solid::Genitourinary::Renal_Cell_Carcinoma,Molecular,62
Molecular::Solid::Gynecologic::Ovarian_Carcinoma,Molecular,62
Molecular::Solid::Soft_Tissue::Sarcoma_Complex_Karyotype,Molecular,62
Skin::Inflammatory::Adnexal::Eosinophilic_Pustular_Folliculitis_Ofuji,Skin,62
Cyto_Breast::Category::Malignant,Cyto_Breast,61
Cyto_Fluids::Specimen_Type::Pericardial_Fluid,Cyto_Fluids,61
Cyto_GYN::Benign_Reactive::Non_Neoplastic::Endometriosis,Cyto_GYN,61
Cyto_Thoracic::Malignant::Metastatic::Metastatic_Tumor_To_Lung,Cyto_Thoracic,61
GYN::Ovary::Neoplastic::Epithelial::Malignant::Low_Grade_Serous_Adenocarcinoma,GYN::Ovary,61
HN::Ear_Temporal_Bone::Middle_Inner_Ear::Cholesteatoma,HN,61
Molecular::Solid::Gastrointestinal::Gastrointestinal_Stromal_Tumor,Molecular,61
Skin::Depositional_Metabolic::Xanthoma::Xanthelasma,Skin,61
Skin::Neoplastic::Metastatic::Metastatic_Renal_Cell_Carcinoma,Skin,61
Cyto_Fluids::Benign_Reactive::Ovarian_Cyst::Corpus_Luteum_Cyst,Cyto_Fluids,60
GI::Esophagus::Neoplastic::Squamous::Esophageal_Squamous_Cell_Carcinoma_Basaloid,GI,60
HN::Heme::Histiocytic_Dendritic::Langerhans_Cell_Histiocytosis,HN,60
HN::Odontogenic_Maxillofacial::Benign_Epithelial::Calcifying_Epithelial_Odontogenic_Tumor,HN,60
HN::Sinonasal::Carcinoma::Keratinizing_Squamous_Cell_Carcinoma,HN,60
Skin::Congenital_Structural::Genodermatosis::Ichthyosis_Vulgaris,Skin,60
Skin::Infectious::Viral::Epstein_Barr_Virus,Skin,60
Skin::Neoplastic::Adnexal::Eccrine::Hidradenocarcinoma,Skin,60
BST::Bone::Reactive::Structural::Fracture_Callus,BST,59
GYN::Uterus::Congenital_Structural::Polyp::Endometrial_Polyp,GYN::Uterus,59
GYN::Vulva::Neoplastic::Epithelial::Malignant::Extramammary_Paget_Disease,GYN::Vulva,59
HN::Odontogenic_Maxillofacial::Benign_Epithelial::Ameloblastoma_Conventional,HN,59
HN::Odontogenic_Maxillofacial::Malignant_Bone_Cartilage::Osteosarcoma_Of_Jaw,HN,59
HN::Salivary_Gland::Malignant_Tumor::Carcinoma_Ex_Pleomorphic_Adenoma,HN,59
Skin::Congenital_Structural::Cyst::Dermoid_Cyst,Skin,59
Skin::Infectious::Fungal::Dermatophytosis::Majocchi_Granuloma,Skin,59
Skin::Infectious::Viral::Condyloma_Acuminatum,Skin,59
Skin::Inflammatory::Panniculitis::Lipodermatosclerosis,Skin,59
Skin::Neoplastic::Adnexal::Eccrine::Digital_Papillary_Adenocarcinoma,Skin,59
BST::Soft_Tissue::Adipocytic::Benign::Lipoma_Spindle_Cell_Pleomorphic,BST,58
BST::Soft_Tissue::Nerve_Sheath::Benign::Dermal_Nerve_Sheath_Myxoma,BST,58
BST::Soft_Tissue::Pericytic::Benign::Glomus_Tumor,BST,58
Breast::Nipple_Tumors::Epithelial::Nipple_Adenoma,Breast,58
Cyto_Breast::Malignant::Carcinoma::Invasive_Ductal_Carcinoma_NST,Cyto_Breast,58
Cyto_Pancreatobiliary::Category::Neoplastic_Other,Cyto_Pancreatobiliary,58
Cyto_Salivary::Malignant::Adenoid_Cystic_Carcinoma_Cribriform_Tubular,Cyto_Salivary,58
Cyto_Soft_Tissue::Malignant::Round_Cell::Embryonal_Rhabdomyosarcoma,Cyto_Soft_Tissue,58
GI::Stomach::Neoplastic::Precursor::Gastric_Dysplasia,GI,58
GYN::Cervix::Neoplastic::Epithelial::Malignant::HPV_Associated_Adenocarcinoma,GYN::Cervix,58
GYN::Ovary::Congenital_Structural::Physiologic::Hyperreactio_Luteinalis,GYN::Ovary,58
GYN::Uterus::Inflammatory::Chronic::Endometritis,GYN::Uterus,58
Heme::Mature_B_Cell::Large_B_Cell::Diffuse_Large_B_Cell_Lymphoma_NOS,Heme,58
Skin::Neoplastic::Melanocytic::Benign::Solar_Lentigo,Skin,58
Skin::Neoplastic::Melanocytic::Malignant::Melanoma_Acral_Lentiginous,Skin,58
Skin::Neoplastic::Soft_Tissue::Neural::Perineurioma,Skin,58
Cyto_Soft_Tissue::Benign::Adipocytic::Hibernoma,Cyto_Soft_Tissue,57
GI::Stomach::Polyp::Epithelial::Gastric_Hyperplastic_Polyp,GI,57
GU::Bladder::Urothelial::Atypical_Urothelial_Proliferation,GU::Bladder,57
GYN::Ovary::Neoplastic::Sex_Cord_Stromal::Intermediate::Sertoli_Leydig_Cell_Tumor,GYN::Ovary,57
Molecular::Solid::Gynecologic::Endometrial_Carcinoma,Molecular,57
Skin::Inflammatory::Dermal_Sclerosing::Nephrogenic_Systemic_Fibrosis,Skin,57
Cyto_Fluids::Specimen_Type::Pleural_Fluid,Cyto_Fluids,56
HN::Ear_Temporal_Bone::External_Auditory_Canal::Chondrodermatitis_Nodularis_Chronica_Helicis,HN,56
Heme::Hodgkin_Lymphoma::Nodular_Lymphocyte_Predominant_Hodgkin_Lymphoma,Heme,56
Molecular::Concept::Therapy::Gene_Therapy_Mechanisms,Molecular,56
Skin::Neoplastic::Epidermal::Malignant::Keratoacanthoma,Skin,56
BST::Bone::Osteogenic::Benign::Osteoblastoma,BST,55
BST::Bone::Osteogenic::Malignant::Osteosarcoma_Periosteal,BST,55
Cyto_Heme::Category::Nondiagnostic,Cyto_Heme,55
Cyto_Heme::Malignant::B_Cell_Large::Burkitt_Lymphoma,Cyto_Heme,55
GU::Prostate::Benign::Basal_Cell_Hyperplasia,GU::Prostate,55
GYN::Cervix::Neoplastic::Epithelial::Precursor::Adenocarcinoma_In_Situ,GYN::Cervix,55
HN::Ear_Temporal_Bone::Middle_Inner_Ear::Middle_Ear_Adenoma,HN,55
Skin::Congenital_Structural::Maturation_Keratinization::Epidermolytic_Hyperkeratosis,Skin,55
Skin::Congenital_Structural::Maturation_Keratinization::Keratoderma,Skin,55
Skin::Inflammatory::Alopecia::Alopecia_Overview_NOS,Skin,55
BST::Soft_Tissue::Uncertain_Diff::Malignant::Undifferentiated_Sarcoma_CIC_Rearranged,BST,54
GU::Prostate::Precursor_Lesions::Atypical_Small_Acinar_Proliferation_ASAP,GU::Prostate,54
HN::Salivary_Gland::Malignant_Tumor::Myoepithelial_Carcinoma,HN,54
HN::Sinonasal::Adenocarcinoma::Intestinal_Type_Sinonasal_Adenocarcinoma,HN,54
Skin::Disorders_of_Pigmentation::Hypopigmentation::Vitiligo,Skin,54
Skin::Infectious::Bacterial::Erythrasma_Corynebacterium,Skin,54
Skin::Neoplastic::Adnexal::Eccrine::Endocrine_Mucin_Producing_Sweat_Gland_Carcinoma,Skin,54
Skin::Neoplastic::Hematolymphoid::Rosai_Dorfman_Disease,Skin,54
Skin::Neoplastic::Melanocytic::Benign::Deep_Penetrating_Nevus,Skin,54
BST::Bone::Reactive::Infectious::Osteomyelitis_Chronic,BST,53
BST::Bone::Reactive::Joint::Osteoarthritis,BST,53
BST::Soft_Tissue::Fibroblastic::Benign::Elastofibroma,BST,53
BST::Soft_Tissue::Fibrohistiocytic::Intermediate::Angiomatoid_Fibrous_Histiocytoma,BST,53
Cyto_GYN::Benign_Reactive::Non_Neoplastic::Glandular_Cells_Post_Hysterectomy,Cyto_GYN,53
Cyto_GYN::Benign_Reactive::Non_Neoplastic::Reactive_Cellular_Changes_Inflammation,Cyto_GYN,53
Cyto_Management::Ancillary_Testing::Molecular_Sequencing_BRAF_KRAS_etc,Cyto_Management,53
Cyto_Neuro::Malignant::Heme::Lymphoma_Secondary_Involvement,Cyto_Neuro,53
Cyto_Pancreatobiliary::Category::Nondiagnostic_Insufficient,Cyto_Pancreatobiliary,53
GU::Bladder::Urothelial::Low_Grade_Papillary_Urothelial_Carcinoma,GU::Bladder,53
GYN::Uterus::Neoplastic::Epithelial::Malignant::Undifferentiated_Dedifferentiated_Carcinoma,GYN::Uterus,53
Heme::Mature_B_Cell::Follicular::Follicular_Lymphoma,Heme,53
