canonical_tag,display_label,root_id,root_label,subcategory_label,provenance,study_query,dedupe_key,merged_alias_count,merged_alias_tags
BST::Soft_Tissue::Adipocytic::Malignant::Myxoid_Pleomorphic_Liposarcoma,Myxoid_Pleomorphic_Liposarcoma,bst,BST,Soft_Tissue,abpath,Myxoid Pleomorphic Liposarcoma,bst::myxoid_pleomorphic_liposarcoma,1,BST::Soft_Tissue::Adipocytic::Myxoid_Pleomorphic_Liposarcoma
BST::Soft_Tissue::Adipocytic::Malignant::Pleomorphic_Liposarcoma,Pleomorphic_Liposarcoma,bst,BST,Soft_Tissue,abpath,Pleomorphic Liposarcoma,bst::pleomorphic_liposarcoma,1,BST::Soft_Tissue::Adipocytic::Pleomorphic_Liposarcoma
BST::Soft_Tissue::Adipocytic::Spindle_Cell_Lipoma_and_Pleomorphic_Lipoma,Spindle_Cell_Lipoma_and_Pleomorphic_Lipoma,bst,BST,Soft_Tissue,who,Spindle Cell Lipoma and Pleomorphic Lipoma,bst::spindle_cell_lipoma_and_pleomorphic_lipoma,0,
BST::Soft_Tissue::ChondroOsseous::Extraskeletal_Osteosarcoma,Extraskeletal_Osteosarcoma,bst,BST,Soft_Tissue,who,Extraskeletal Osteosarcoma,bst::extraskeletal_osteosarcoma,0,
BST::Soft_Tissue::ChondroOsseous::Soft_Tissue_Chondroma,Soft_Tissue_Chondroma,bst,BST,Soft_Tissue,who,Soft Tissue Chondroma,bst::soft_tissue_chondroma,0,
BST::Soft_Tissue::Congenital_Structural::Cyst::Aneurysmal_Bone_Cyst_Of_Soft_Tissue,Aneurysmal_Bone_Cyst_Of_Soft_Tissue,bst,BST,Soft_Tissue,abpath,Aneurysmal Bone Cyst Of Soft Tissue,bst::aneurysmal_bone_cyst_of_soft_tissue,0,
BST::Soft_Tissue::Congenital_Structural::Cyst::Ganglion_Cyst,Ganglion_Cyst,bst,BST,Soft_Tissue,abpath,Ganglion Cyst,bst::ganglion_cyst,0,
BST::Soft_Tissue::Congenital_Structural::Cyst::Peritoneal_Inclusion_Cyst,Peritoneal_Inclusion_Cyst,bst,BST,Soft_Tissue,abpath,Peritoneal Inclusion Cyst,bst::peritoneal_inclusion_cyst,0,
BST::Soft_Tissue::Congenital_Structural::Cyst::Synovial_Cyst,Synovial_Cyst,bst,BST,Soft_Tissue,abpath,Synovial Cyst,bst::synovial_cyst,0,
BST::Soft_Tissue::Congenital_Structural::Hamartoma::Ectopic_Meningioma_And_Meningothelial_Hamartoma,Ectopic_Meningioma_And_Meningothelial_Hamartoma,bst,BST,Soft_Tissue,abpath,Ectopic Meningioma And Meningothelial Hamartoma,bst::ectopic_meningioma_and_meningothelial_hamartoma,1,BST::Soft_Tissue::Nerve_Sheath::Ectopic_Meningioma_and_Meningothelial_Hamartoma
BST::Soft_Tissue::Congenital_Structural::Hamartoma::Fibrous_Hamartoma_Of_Infancy,Fibrous_Hamartoma_Of_Infancy,bst,BST,Soft_Tissue,abpath,Fibrous Hamartoma Of Infancy,bst::fibrous_hamartoma_of_infancy,1,BST::Soft_Tissue::Fibroblastic::Fibrous_Hamartoma_of_Infancy
BST::Soft_Tissue::Congenital_Structural::Hamartoma::Glial_Heterotopia,Glial_Heterotopia,bst,BST,Soft_Tissue,abpath,Glial Heterotopia,bst::glial_heterotopia,0,
BST::Soft_Tissue::Congenital_Structural::Hamartoma::Neuromuscular_Choristoma,Neuromuscular_Choristoma,bst,BST,Soft_Tissue,abpath,Neuromuscular Choristoma,bst::neuromuscular_choristoma,0,
BST::Soft_Tissue::Congenital_Structural::Hamartoma::Smooth_Muscle_Hamartoma,Smooth_Muscle_Hamartoma,bst,BST,Soft_Tissue,abpath,Smooth Muscle Hamartoma,bst::smooth_muscle_hamartoma,0,
BST::Soft_Tissue::Congenital_Structural::Malformation::Arteriovenous_Malformation,Arteriovenous_Malformation,bst,BST,Soft_Tissue,abpath,Arteriovenous Malformation,bst::arteriovenous_malformation,0,
BST::Soft_Tissue::Congenital_Structural::Malformation::Massive_Localized_Lymphedema,Massive_Localized_Lymphedema,bst,BST,Soft_Tissue,abpath,Massive Localized Lymphedema,bst::massive_localized_lymphedema,0,
BST::Soft_Tissue::Depositional_Metabolic::Deposition::Amyloidoma,Amyloidoma,bst,BST,Soft_Tissue,abpath,Amyloidoma,bst::amyloidoma,0,
BST::Soft_Tissue::Depositional_Metabolic::Deposition::Crystal_Storing_Histiocytosis,Crystal_Storing_Histiocytosis,bst,BST,Soft_Tissue,abpath,Crystal Storing Histiocytosis,bst::crystal_storing_histiocytosis,0,
BST::Soft_Tissue::Depositional_Metabolic::Deposition::Tumoral_Calcinosis,Tumoral_Calcinosis,bst,BST,Soft_Tissue,abpath,Tumoral Calcinosis,bst::tumoral_calcinosis,0,
BST::Soft_Tissue::Depositional_Metabolic::Deposition::Xanthomas,Xanthomas,bst,BST,Soft_Tissue,abpath,Xanthomas,bst::xanthomas,0,
BST::Soft_Tissue::Depositional_Metabolic::Inflammatory::Rheumatoid_Nodule,Rheumatoid_Nodule,bst,BST,Soft_Tissue,abpath,Rheumatoid Nodule,bst::rheumatoid_nodule,0,
BST::Soft_Tissue::Fibroblastic::Angiofibroma_of_Soft_Tissue,Angiofibroma_of_Soft_Tissue,bst,BST,Soft_Tissue,who,Angiofibroma of Soft Tissue,bst::angiofibroma_of_soft_tissue,0,
BST::Soft_Tissue::Fibroblastic::Benign::Acral_Fibromyxoma,Acral_Fibromyxoma,bst,BST,Soft_Tissue,abpath,Acral Fibromyxoma,bst::acral_fibromyxoma,1,BST::Soft_Tissue::Fibroblastic::Acral_Fibromyxoma
BST::Soft_Tissue::Fibroblastic::Benign::Angiomyofibroblastoma,Angiomyofibroblastoma,bst,BST,Soft_Tissue,abpath,Angiomyofibroblastoma,bst::angiomyofibroblastoma,1,BST::Soft_Tissue::Fibroblastic::Angiomyofibroblastoma
BST::Soft_Tissue::Fibroblastic::Benign::Calcifying_Aponeurotic_Fibroma,Calcifying_Aponeurotic_Fibroma,bst,BST,Soft_Tissue,abpath,Calcifying Aponeurotic Fibroma,bst::calcifying_aponeurotic_fibroma,1,BST::Soft_Tissue::Fibroblastic::Calcifying_Aponeurotic_Fibroma
BST::Soft_Tissue::Fibroblastic::Benign::Calcifying_Fibrous_Tumor,Calcifying_Fibrous_Tumor,bst,BST,Soft_Tissue,abpath,Calcifying Fibrous Tumor,bst::calcifying_fibrous_tumor,0,
BST::Soft_Tissue::Fibroblastic::Benign::Cellular_Angiofibroma,Cellular_Angiofibroma,bst,BST,Soft_Tissue,abpath,Cellular Angiofibroma,bst::cellular_angiofibroma,1,BST::Soft_Tissue::Fibroblastic::Cellular_Angiofibroma
BST::Soft_Tissue::Fibroblastic::Benign::Dermatomyofibroma,Dermatomyofibroma,bst,BST,Soft_Tissue,abpath,Dermatomyofibroma,bst::dermatomyofibroma,0,
BST::Soft_Tissue::Fibroblastic::Benign::Desmoplastic_Fibroblastoma,Desmoplastic_Fibroblastoma,bst,BST,Soft_Tissue,abpath,Desmoplastic Fibroblastoma,bst::desmoplastic_fibroblastoma,1,BST::Soft_Tissue::Fibroblastic::Desmoplastic_Fibroblastoma
BST::Soft_Tissue::Fibroblastic::Benign::Elastofibroma,Elastofibroma,bst,BST,Soft_Tissue,abpath,Elastofibroma,bst::elastofibroma,1,BST::Soft_Tissue::Fibroblastic::Elastofibroma
BST::Soft_Tissue::Fibroblastic::Benign::Fibroma_Of_Tendon_Sheath,Fibroma_Of_Tendon_Sheath,bst,BST,Soft_Tissue,abpath,Fibroma Of Tendon Sheath,bst::fibroma_of_tendon_sheath,1,BST::Soft_Tissue::Fibroblastic::Fibroma_of_Tendon_Sheath
BST::Soft_Tissue::Fibroblastic::Benign::Fibromatosis_Colli,Fibromatosis_Colli,bst,BST,Soft_Tissue,abpath,Fibromatosis Colli,bst::fibromatosis_colli,1,BST::Soft_Tissue::Fibroblastic::Fibromatosis_Colli
BST::Soft_Tissue::Fibroblastic::Benign::Gardner_Fibroma,Gardner_Fibroma,bst,BST,Soft_Tissue,abpath,Gardner Fibroma,bst::gardner_fibroma,0,
BST::Soft_Tissue::Fibroblastic::Benign::Inclusion_Body_Fibromatosis,Inclusion_Body_Fibromatosis,bst,BST,Soft_Tissue,abpath,Inclusion Body Fibromatosis,bst::inclusion_body_fibromatosis,1,BST::Soft_Tissue::Fibroblastic::Inclusion_Body_Fibromatosis
BST::Soft_Tissue::Fibroblastic::Benign::Juvenile_Hyaline_Fibromatosis,Juvenile_Hyaline_Fibromatosis,bst,BST,Soft_Tissue,abpath,Juvenile Hyaline Fibromatosis,bst::juvenile_hyaline_fibromatosis,1,BST::Soft_Tissue::Fibroblastic::Juvenile_Hyaline_Fibromatosis
BST::Soft_Tissue::Fibroblastic::Benign::Mammary_Type_Myofibroblastoma,Mammary_Type_Myofibroblastoma,bst,BST,Soft_Tissue,abpath,Mammary Type Myofibroblastoma,bst::mammary_type_myofibroblastoma,0,
BST::Soft_Tissue::Fibroblastic::Benign::Myofibroblastoma,Myofibroblastoma,bst,BST,Soft_Tissue,abpath,Myofibroblastoma,bst::myofibroblastoma,1,BST::Soft_Tissue::Fibroblastic::Myofibroblastoma
BST::Soft_Tissue::Fibroblastic::Benign::Nodular_Fasciitis,Nodular_Fasciitis,bst,BST,Soft_Tissue,abpath,Nodular Fasciitis,bst::nodular_fasciitis,1,BST::Soft_Tissue::Fibroblastic::Nodular_Fasciitis
BST::Soft_Tissue::Fibroblastic::Benign::Nuchal_Type_Fibroma,Nuchal_Type_Fibroma,bst,BST,Soft_Tissue,abpath,Nuchal Type Fibroma,bst::nuchal_type_fibroma,1,BST::Soft_Tissue::Fibroblastic::Nuchal_Type_Fibroma
BST::Soft_Tissue::Fibroblastic::Benign::Pleomorphic_Fibroma,Pleomorphic_Fibroma,bst,BST,Soft_Tissue,abpath,Pleomorphic Fibroma,bst::pleomorphic_fibroma,0,
BST::Soft_Tissue::Fibroblastic::Benign::Sclerotic_Fibroma,Sclerotic_Fibroma,bst,BST,Soft_Tissue,abpath,Sclerotic Fibroma,bst::sclerotic_fibroma,0,
BST::Soft_Tissue::Fibroblastic::EWSR1_SMAD3_Positive_Fibroblastic_Tumor_emerging_,EWSR1_SMAD3_Positive_Fibroblastic_Tumor_emerging_,bst,BST,Soft_Tissue,who,EWSR1 SMAD3 Positive Fibroblastic Tumor emerging,bst::ewsr1_smad3_positive_fibroblastic_tumor_emerging_,0,
BST::Soft_Tissue::Fibroblastic::Fibrohistiocytic::Deep_Fibrous_Histiocytoma,Deep_Fibrous_Histiocytoma,bst,BST,Soft_Tissue,who,Deep Fibrous Histiocytoma,bst::deep_fibrous_histiocytoma,0,
BST::Soft_Tissue::Fibroblastic::Intermediate::Dermatofibrosarcoma_Protuberans_Conventional,Dermatofibrosarcoma_Protuberans_Conventional,bst,BST,Soft_Tissue,abpath,Dermatofibrosarcoma Protuberans Conventional,bst::dermatofibrosarcoma_protuberans_conventional,0,
BST::Soft_Tissue::Fibroblastic::Intermediate::Desmoid_Type_Fibromatosis,Desmoid_Type_Fibromatosis,bst,BST,Soft_Tissue,abpath,Desmoid Type Fibromatosis,bst::desmoid_type_fibromatosis,0,
BST::Soft_Tissue::Fibroblastic::Intermediate::EWSR1_SMAD3_Fibroblastic_Tumor,EWSR1_SMAD3_Fibroblastic_Tumor,bst,BST,Soft_Tissue,abpath,EWSR1 SMAD3 Fibroblastic Tumor,bst::ewsr1_smad3_fibroblastic_tumor,0,
BST::Soft_Tissue::Fibroblastic::Intermediate::Giant_Cell_Fibroblastoma,Giant_Cell_Fibroblastoma,bst,BST,Soft_Tissue,abpath,Giant Cell Fibroblastoma,bst::giant_cell_fibroblastoma,1,BST::Soft_Tissue::Fibroblastic::Giant_Cell_Fibroblastoma
BST::Soft_Tissue::Fibroblastic::Intermediate::Infantile_Fibrosarcoma,Infantile_Fibrosarcoma,bst,BST,Soft_Tissue,abpath,Infantile Fibrosarcoma,bst::infantile_fibrosarcoma,1,BST::Soft_Tissue::Fibroblastic::Infantile_Fibrosarcoma
BST::Soft_Tissue::Fibroblastic::Intermediate::Inflammatory_Myofibroblastic_Tumor,Inflammatory_Myofibroblastic_Tumor,bst,BST,Soft_Tissue,abpath,Inflammatory Myofibroblastic Tumor,bst::inflammatory_myofibroblastic_tumor,0,
BST::Soft_Tissue::Fibroblastic::Intermediate::Lipofibromatosis,Lipofibromatosis,bst,BST,Soft_Tissue,abpath,Lipofibromatosis,bst::lipofibromatosis,1,BST::Soft_Tissue::Fibroblastic::Lipofibromatosis
BST::Soft_Tissue::Fibroblastic::Intermediate::Low_Grade_Myofibroblastic_Sarcoma,Low_Grade_Myofibroblastic_Sarcoma,bst,BST,Soft_Tissue,abpath,Low Grade Myofibroblastic Sarcoma,bst::low_grade_myofibroblastic_sarcoma,1,BST::Soft_Tissue::Fibroblastic::Low_Grade_Myofibroblastic_Sarcoma
BST::Soft_Tissue::Fibroblastic::Intermediate::Myxoinflammatory_Fibroblastic_Sarcoma,Myxoinflammatory_Fibroblastic_Sarcoma,bst,BST,Soft_Tissue,abpath,Myxoinflammatory Fibroblastic Sarcoma,bst::myxoinflammatory_fibroblastic_sarcoma,1,BST::Soft_Tissue::Fibroblastic::Myxoinflammatory_Fibroblastic_Sarcoma
BST::Soft_Tissue::Fibroblastic::Intermediate::Palmar_Plantar_Fibromatosis,Palmar_Plantar_Fibromatosis,bst,BST,Soft_Tissue,abpath,Palmar Plantar Fibromatosis,bst::palmar_plantar_fibromatosis,0,
BST::Soft_Tissue::Fibroblastic::Intermediate::Solitary_Fibrous_Tumor,Solitary_Fibrous_Tumor,bst,BST,Soft_Tissue,abpath,Solitary Fibrous Tumor,bst::solitary_fibrous_tumor,0,
BST::Soft_Tissue::Fibroblastic::Intermediate::Superficial_CD34_Positive_Fibroblastic_Tumor,Superficial_CD34_Positive_Fibroblastic_Tumor,bst,BST,Soft_Tissue,abpath,Superficial CD34 Positive Fibroblastic Tumor,bst::superficial_cd34_positive_fibroblastic_tumor,1,BST::Soft_Tissue::Fibroblastic::Superficial_CD34_Positive_Fibroblastic_Tumor
BST::Soft_Tissue::Fibroblastic::Malignant::Adult_Fibrosarcoma,Adult_Fibrosarcoma,bst,BST,Soft_Tissue,abpath,Adult Fibrosarcoma,bst::adult_fibrosarcoma,1,BST::Soft_Tissue::Fibroblastic::Adult_Fibrosarcoma
BST::Soft_Tissue::Fibroblastic::Malignant::Dermatofibrosarcoma_Protuberans_Fibrosarcomatous,Dermatofibrosarcoma_Protuberans_Fibrosarcomatous,bst,BST,Soft_Tissue,abpath,Dermatofibrosarcoma Protuberans Fibrosarcomatous,bst::dermatofibrosarcoma_protuberans_fibrosarcomatous,0,
BST::Soft_Tissue::Fibroblastic::Malignant::Epithelioid_Inflammatory_Myofibroblastic_Sarcoma,Epithelioid_Inflammatory_Myofibroblastic_Sarcoma,bst,BST,Soft_Tissue,abpath,Epithelioid Inflammatory Myofibroblastic Sarcoma,bst::epithelioid_inflammatory_myofibroblastic_sarcoma,0,
BST::Soft_Tissue::Fibroblastic::Malignant::Low_Grade_Fibromyxoid_Sarcoma,Low_Grade_Fibromyxoid_Sarcoma,bst,BST,Soft_Tissue,abpath,Low Grade Fibromyxoid Sarcoma,bst::low_grade_fibromyxoid_sarcoma,1,BST::Soft_Tissue::Fibroblastic::Low_Grade_Fibromyxoid_Sarcoma
BST::Soft_Tissue::Fibroblastic::Malignant::Myxofibrosarcoma,Myxofibrosarcoma,bst,BST,Soft_Tissue,abpath,Myxofibrosarcoma,bst::myxofibrosarcoma,0,
BST::Soft_Tissue::Fibroblastic::Malignant::Sclerosing_Epithelioid_Fibrosarcoma,Sclerosing_Epithelioid_Fibrosarcoma,bst,BST,Soft_Tissue,abpath,Sclerosing Epithelioid Fibrosarcoma,bst::sclerosing_epithelioid_fibrosarcoma,1,BST::Soft_Tissue::Fibroblastic::Sclerosing_Epithelioid_Fibrosarcoma
BST::Soft_Tissue::Fibroblastic::Malignant::Solitary_Fibrous_Tumor_Malignant,Solitary_Fibrous_Tumor_Malignant,bst,BST,Soft_Tissue,abpath,Solitary Fibrous Tumor Malignant,bst::solitary_fibrous_tumor_malignant,0,
BST::Soft_Tissue::Fibroblastic::Myositis_Ossificans_and_Bone_Pseudotumor_of_Digits,Myositis_Ossificans_and_Bone_Pseudotumor_of_Digits,bst,BST,Soft_Tissue,who,Myositis Ossificans and Bone Pseudotumor of Digits,bst::myositis_ossificans_and_bone_pseudotumor_of_digits,0,
BST::Soft_Tissue::Fibroblastic::Palmar_Fibromatosis_and_Plantar_Fibromatosis,Palmar_Fibromatosis_and_Plantar_Fibromatosis,bst,BST,Soft_Tissue,who,Palmar Fibromatosis and Plantar Fibromatosis,bst::palmar_fibromatosis_and_plantar_fibromatosis,0,
BST::Soft_Tissue::Fibroblastic::Proliferative_Fasciitis_and_Proliferative_Myositis,Proliferative_Fasciitis_and_Proliferative_Myositis,bst,BST,Soft_Tissue,who,Proliferative Fasciitis and Proliferative Myositis,bst::proliferative_fasciitis_and_proliferative_myositis,0,
BST::Soft_Tissue::Fibrohistiocytic::Benign::Deep_Benign_Fibrous_Histiocytoma,Deep_Benign_Fibrous_Histiocytoma,bst,BST,Soft_Tissue,abpath,Deep Benign Fibrous Histiocytoma,bst::deep_benign_fibrous_histiocytoma,0,
BST::Soft_Tissue::Fibrohistiocytic::Benign::Dermatofibroma_Fibrous_Histiocytoma,Dermatofibroma_Fibrous_Histiocytoma,bst,BST,Soft_Tissue,abpath,Dermatofibroma Fibrous Histiocytoma,bst::dermatofibroma_fibrous_histiocytoma,0,
BST::Soft_Tissue::Fibrohistiocytic::Benign::Epithelioid_Fibrous_Histiocytoma,Epithelioid_Fibrous_Histiocytoma,bst,BST,Soft_Tissue,abpath,Epithelioid Fibrous Histiocytoma,bst::epithelioid_fibrous_histiocytoma,0,
BST::Soft_Tissue::Fibrohistiocytic::Benign::Plexiform_Fibrohistiocytic_Tumor,Plexiform_Fibrohistiocytic_Tumor,bst,BST,Soft_Tissue,abpath,Plexiform Fibrohistiocytic Tumor,bst::plexiform_fibrohistiocytic_tumor,1,BST::Soft_Tissue::Fibroblastic::Fibrohistiocytic::Plexiform_Fibrohistiocytic_Tumor
BST::Soft_Tissue::Fibrohistiocytic::Benign::Reticulohistiocytoma,Reticulohistiocytoma,bst,BST,Soft_Tissue,abpath,Reticulohistiocytoma,bst::reticulohistiocytoma,0,
BST::Soft_Tissue::Fibrohistiocytic::Benign::Solitary_Juvenile_Xanthogranuloma,Solitary_Juvenile_Xanthogranuloma,bst,BST,Soft_Tissue,abpath,Solitary Juvenile Xanthogranuloma,bst::solitary_juvenile_xanthogranuloma,0,
BST::Soft_Tissue::Fibrohistiocytic::Benign::Tenosynovial_Giant_Cell_Tumor_Localized,Tenosynovial_Giant_Cell_Tumor_Localized,bst,BST,Soft_Tissue,abpath,Tenosynovial Giant Cell Tumor Localized,bst::tenosynovial_giant_cell_tumor_localized,0,
BST::Soft_Tissue::Fibrohistiocytic::Intermediate::Angiomatoid_Fibrous_Histiocytoma,Angiomatoid_Fibrous_Histiocytoma,bst,BST,Soft_Tissue,abpath,Angiomatoid Fibrous Histiocytoma,bst::angiomatoid_fibrous_histiocytoma,1,BST::Soft_Tissue::Uncertain_Diff::Angiomatoid_Fibrous_Histiocytoma
BST::Soft_Tissue::Fibrohistiocytic::Intermediate::Atypical_Fibroxanthoma,Atypical_Fibroxanthoma,bst,BST,Soft_Tissue,abpath,Atypical Fibroxanthoma,bst::atypical_fibroxanthoma,1,BST::Soft_Tissue::Uncertain_Diff::Atypical_Fibroxanthoma
BST::Soft_Tissue::Fibrohistiocytic::Intermediate::Giant_Cell_Tumor_Of_Soft_Tissue,Giant_Cell_Tumor_Of_Soft_Tissue,bst,BST,Soft_Tissue,abpath,Giant Cell Tumor Of Soft Tissue,bst::giant_cell_tumor_of_soft_tissue,1,BST::Soft_Tissue::Fibroblastic::Fibrohistiocytic::Giant_Cell_Tumor_of_Soft_Tissue
BST::Soft_Tissue::Fibrohistiocytic::Intermediate::Tenosynovial_Giant_Cell_Tumor_Diffuse,Tenosynovial_Giant_Cell_Tumor_Diffuse,bst,BST,Soft_Tissue,abpath,Tenosynovial Giant Cell Tumor Diffuse,bst::tenosynovial_giant_cell_tumor_diffuse,0,
BST::Soft_Tissue::Fibrohistiocytic::Malignant::Malignant_Tenosynovial_Giant_Cell_Tumor,Malignant_Tenosynovial_Giant_Cell_Tumor,bst,BST,Soft_Tissue,abpath,Malignant Tenosynovial Giant Cell Tumor,bst::malignant_tenosynovial_giant_cell_tumor,0,
BST::Soft_Tissue::GIST_Visceral::Benign::Benign_Neural_Polyps,Benign_Neural_Polyps,bst,BST,Soft_Tissue,abpath,Benign Neural Polyps,bst::benign_neural_polyps,0,
BST::Soft_Tissue::GIST_Visceral::Benign::Fibroepithelial_Stromal_Polyp,Fibroepithelial_Stromal_Polyp,bst,BST,Soft_Tissue,abpath,Fibroepithelial Stromal Polyp,bst::fibroepithelial_stromal_polyp,0,
BST::Soft_Tissue::GIST_Visceral::Benign::Inflammatory_Fibroid_Polyp,Inflammatory_Fibroid_Polyp,bst,BST,Soft_Tissue,abpath,Inflammatory Fibroid Polyp,bst::inflammatory_fibroid_polyp,0,
BST::Soft_Tissue::GIST_Visceral::Benign::Plexiform_Fibromyxoma,Plexiform_Fibromyxoma,bst,BST,Soft_Tissue,abpath,Plexiform Fibromyxoma,bst::plexiform_fibromyxoma,0,
BST::Soft_Tissue::GIST_Visceral::Intermediate::GIST_Risk_Stratified,GIST_Risk_Stratified,bst,BST,Soft_Tissue,abpath,GIST Risk Stratified,bst::gist_risk_stratified,0,
BST::Soft_Tissue::GIST_Visceral::Intermediate::Gastroblastoma,Gastroblastoma,bst,BST,Soft_Tissue,abpath,Gastroblastoma,bst::gastroblastoma,0,
BST::Soft_Tissue::GIST_Visceral::Malignant::Malignant_Gastrointestinal_Neuroectodermal_Tumor,Malignant_Gastrointestinal_Neuroectodermal_Tumor,bst,BST,Soft_Tissue,abpath,Malignant Gastrointestinal Neuroectodermal Tumor,bst::malignant_gastrointestinal_neuroectodermal_tumor,0,
BST::Soft_Tissue::Hematolymphoid::Benign::Extranodal_Rosai_Dorfman_Disease,Extranodal_Rosai_Dorfman_Disease,bst,BST,Soft_Tissue,abpath,Extranodal Rosai Dorfman Disease,bst::extranodal_rosai_dorfman_disease,0,
BST::Soft_Tissue::Hematolymphoid::Malignant::Follicular_Dendritic_Cell_Sarcoma,Follicular_Dendritic_Cell_Sarcoma,bst,BST,Soft_Tissue,abpath,Follicular Dendritic Cell Sarcoma,bst::follicular_dendritic_cell_sarcoma,0,
BST::Soft_Tissue::Hematolymphoid::Malignant::Histiocytic_Sarcoma,Histiocytic_Sarcoma,bst,BST,Soft_Tissue,abpath,Histiocytic Sarcoma,bst::histiocytic_sarcoma,0,
BST::Soft_Tissue::Hematolymphoid::Malignant::Interdigitating_Dendritic_Cell_Sarcoma,Interdigitating_Dendritic_Cell_Sarcoma,bst,BST,Soft_Tissue,abpath,Interdigitating Dendritic Cell Sarcoma,bst::interdigitating_dendritic_cell_sarcoma,0,
BST::Soft_Tissue::Hematolymphoid::Malignant::Lymphoma_Of_Soft_Tissue,Lymphoma_Of_Soft_Tissue,bst,BST,Soft_Tissue,abpath,Lymphoma Of Soft Tissue,bst::lymphoma_of_soft_tissue,0,
BST::Soft_Tissue::Hematolymphoid::Malignant::Myeloid_Sarcoma,Myeloid_Sarcoma,bst,BST,Soft_Tissue,abpath,Myeloid Sarcoma,bst::myeloid_sarcoma,0,
BST::Soft_Tissue::Hematolymphoid::Malignant::Solitary_Extramedullary_Plasmacytoma,Solitary_Extramedullary_Plasmacytoma,bst,BST,Soft_Tissue,abpath,Solitary Extramedullary Plasmacytoma,bst::solitary_extramedullary_plasmacytoma,0,
BST::Soft_Tissue::Inflammatory::Acute_Chronic::Focal_Myositis,Focal_Myositis,bst,BST,Soft_Tissue,abpath,Focal Myositis,bst::focal_myositis,0,
BST::Soft_Tissue::Inflammatory::Acute_Chronic::Idiopathic_Tumefactive_Fibroinflammatory_Lesions,Idiopathic_Tumefactive_Fibroinflammatory_Lesions,bst,BST,Soft_Tissue,abpath,Idiopathic Tumefactive Fibroinflammatory Lesions,bst::idiopathic_tumefactive_fibroinflammatory_lesions,0,
BST::Soft_Tissue::Inflammatory::Acute_Chronic::Ischemic_Fasciitis,Ischemic_Fasciitis,bst,BST,Soft_Tissue,abpath,Ischemic Fasciitis,bst::ischemic_fasciitis,1,BST::Soft_Tissue::Fibroblastic::Ischemic_Fasciitis
BST::Soft_Tissue::Inflammatory::Acute_Chronic::Myositis_Ossificans,Myositis_Ossificans,bst,BST,Soft_Tissue,abpath,Myositis Ossificans,bst::myositis_ossificans,0,
BST::Soft_Tissue::Inflammatory::Acute_Chronic::Necrotizing_Fasciitis,Necrotizing_Fasciitis,bst,BST,Soft_Tissue,abpath,Necrotizing Fasciitis,bst::necrotizing_fasciitis,0,
BST::Soft_Tissue::Inflammatory::Acute_Chronic::Proliferative_Fasciitis,Proliferative_Fasciitis,bst,BST,Soft_Tissue,abpath,Proliferative Fasciitis,bst::proliferative_fasciitis,0,
BST::Soft_Tissue::Inflammatory::Acute_Chronic::Proliferative_Myositis,Proliferative_Myositis,bst,BST,Soft_Tissue,abpath,Proliferative Myositis,bst::proliferative_myositis,0,
BST::Soft_Tissue::Inflammatory::Granulomatous::Deep_Granuloma_Annulare,Deep_Granuloma_Annulare,bst,BST,Soft_Tissue,abpath,Deep Granuloma Annulare,bst::deep_granuloma_annulare,0,
BST::Soft_Tissue::Mesothelial::Benign::Adenomatoid_Tumor,Adenomatoid_Tumor,bst,BST,Soft_Tissue,abpath,Adenomatoid Tumor,bst::adenomatoid_tumor,0,
BST::Soft_Tissue::Mesothelial::Malignant::Malignant_Mesothelioma,Malignant_Mesothelioma,bst,BST,Soft_Tissue,abpath,Malignant Mesothelioma,bst::malignant_mesothelioma,0,
BST::Soft_Tissue::Nerve_Sheath::Benign::Benign_Triton_Tumor,Benign_Triton_Tumor,bst,BST,Soft_Tissue,abpath,Benign Triton Tumor,bst::benign_triton_tumor,0,
BST::Soft_Tissue::Nerve_Sheath::Benign::Dermal_Nerve_Sheath_Myxoma,Dermal_Nerve_Sheath_Myxoma,bst,BST,Soft_Tissue,abpath,Dermal Nerve Sheath Myxoma,bst::dermal_nerve_sheath_myxoma,1,BST::Soft_Tissue::Nerve_Sheath::Dermal_Nerve_Sheath_Myxoma
BST::Soft_Tissue::Nerve_Sheath::Benign::Ganglioneuroma,Ganglioneuroma,bst,BST,Soft_Tissue,abpath,Ganglioneuroma,bst::ganglioneuroma,0,
BST::Soft_Tissue::Nerve_Sheath::Benign::Granular_Cell_Tumor,Granular_Cell_Tumor,bst,BST,Soft_Tissue,abpath,Granular Cell Tumor,bst::granular_cell_tumor,1,BST::Soft_Tissue::Nerve_Sheath::Granular_Cell_Tumor
BST::Soft_Tissue::Nerve_Sheath::Benign::Hybrid_Nerve_Sheath_Tumor,Hybrid_Nerve_Sheath_Tumor,bst,BST,Soft_Tissue,abpath,Hybrid Nerve Sheath Tumor,bst::hybrid_nerve_sheath_tumor,1,BST::Soft_Tissue::Nerve_Sheath::Hybrid_Nerve_Sheath_Tumor
BST::Soft_Tissue::Nerve_Sheath::Benign::Neurofibroma_Localized,Neurofibroma_Localized,bst,BST,Soft_Tissue,abpath,Neurofibroma Localized,bst::neurofibroma_localized,0,
BST::Soft_Tissue::Nerve_Sheath::Benign::Neurofibroma_Plexiform,Neurofibroma_Plexiform,bst,BST,Soft_Tissue,abpath,Neurofibroma Plexiform,bst::neurofibroma_plexiform,0,
