canonical_tag,display_label,root_id,root_label,subcategory_label,provenance,study_query,dedupe_key,merged_alias_count,merged_alias_tags
Peds::BST::Soft_Tissue::Fibrodysplasia_Ossificans_Progressiva,Fibrodysplasia_Ossificans_Progressiva,peds,Peds,BST,abpath,Fibrodysplasia Ossificans Progressiva,peds::fibrodysplasia_ossificans_progressiva,1,Peds::Soft_Tissue::Fibroblastic::Fibrodysplasia_Ossificans_Progressiva
Peds::BST::Soft_Tissue::Fibroma_Of_Tendon_Sheath,Fibroma_Of_Tendon_Sheath,peds,Peds,BST,abpath,Fibroma Of Tendon Sheath,peds::fibroma_of_tendon_sheath,1,Peds::Soft_Tissue::Fibroblastic::Fibroma_of_Tendon_Sheath
Peds::BST::Soft_Tissue::Fibromatosis_Colli,Fibromatosis_Colli,peds,Peds,BST,abpath,Fibromatosis Colli,peds::fibromatosis_colli,1,Peds::Soft_Tissue::Fibroblastic::Fibromatosis_Colli
Peds::BST::Soft_Tissue::Fibrous_Hamartoma_Of_Infancy,Fibrous_Hamartoma_Of_Infancy,peds,Peds,BST,abpath,Fibrous Hamartoma Of Infancy,peds::fibrous_hamartoma_of_infancy,1,Peds::Soft_Tissue::Fibroblastic::Fibrous_Hamartoma_of_Infancy
Peds::BST::Soft_Tissue::Gardner_Fibroma,Gardner_Fibroma,peds,Peds,BST,abpath,Gardner Fibroma,peds::gardner_fibroma,1,Peds::Soft_Tissue::Fibroblastic::Gardner_Fibroma
Peds::BST::Soft_Tissue::Gastrointestinal_Stromal_Tumor_GIST,Gastrointestinal_Stromal_Tumor_GIST,peds,Peds,BST,abpath,Gastrointestinal Stromal Tumor GIST,peds::gastrointestinal_stromal_tumor_gist,0,
Peds::BST::Soft_Tissue::Glomus_Tumor_Glomuvenous_Malformation,Glomus_Tumor_Glomuvenous_Malformation,peds,Peds,BST,abpath,Glomus Tumor Glomuvenous Malformation,peds::glomus_tumor_glomuvenous_malformation,0,
Peds::BST::Soft_Tissue::Granular_Cell_Tumor,Granular_Cell_Tumor,peds,Peds,BST,abpath,Granular Cell Tumor,peds::granular_cell_tumor,1,Peds::Soft_Tissue::Nerve_Sheath::Granular_Cell_Tumor
Peds::BST::Soft_Tissue::Inclusion_Body_Infantile_Digital_Fibromatosis,Inclusion_Body_Infantile_Digital_Fibromatosis,peds,Peds,BST,abpath,Inclusion Body Infantile Digital Fibromatosis,peds::inclusion_body_infantile_digital_fibromatosis,1,Peds::Soft_Tissue::Fibroblastic::Inclusion_Body_Infantile_Digital_Fibromatosis
Peds::BST::Soft_Tissue::Infantile_Fibrosarcoma,Infantile_Fibrosarcoma,peds,Peds,BST,abpath,Infantile Fibrosarcoma,peds::infantile_fibrosarcoma,1,Peds::Soft_Tissue::Fibroblastic::Infantile_Fibrosarcoma
Peds::BST::Soft_Tissue::Infantile_Hemangioma,Infantile_Hemangioma,peds,Peds,BST,abpath,Infantile Hemangioma,peds::infantile_hemangioma,1,Peds::Soft_Tissue::Vascular::Infantile_Hemangioma
Peds::BST::Soft_Tissue::Inflammatory_Myofibroblastic_Tumor,Inflammatory_Myofibroblastic_Tumor,peds,Peds,BST,abpath,Inflammatory Myofibroblastic Tumor,peds::inflammatory_myofibroblastic_tumor,1,Peds::Soft_Tissue::Fibroblastic::Inflammatory_Myofibroblastic_Tumor
Peds::BST::Soft_Tissue::Juvenile_Hyaline_Fibromatosis,Juvenile_Hyaline_Fibromatosis,peds,Peds,BST,abpath,Juvenile Hyaline Fibromatosis,peds::juvenile_hyaline_fibromatosis,0,
Peds::BST::Soft_Tissue::Kaposi_Sarcoma,Kaposi_Sarcoma,peds,Peds,BST,abpath,Kaposi Sarcoma,peds::kaposi_sarcoma,1,Peds::Soft_Tissue::Vascular::Kaposi_Sarcoma
Peds::BST::Soft_Tissue::Kaposiform_Hemangioendothelioma,Kaposiform_Hemangioendothelioma,peds,Peds,BST,abpath,Kaposiform Hemangioendothelioma,peds::kaposiform_hemangioendothelioma,0,
Peds::BST::Soft_Tissue::Lipoblastoma_Lipoblastomatosis,Lipoblastoma_Lipoblastomatosis,peds,Peds,BST,abpath,Lipoblastoma Lipoblastomatosis,peds::lipoblastoma_lipoblastomatosis,1,Peds::Soft_Tissue::Adipocytic::Lipoblastoma_Lipoblastomatosis
Peds::BST::Soft_Tissue::Lipofibromatosis,Lipofibromatosis,peds,Peds,BST,abpath,Lipofibromatosis,peds::lipofibromatosis,1,Peds::Soft_Tissue::Fibroblastic::Lipofibromatosis
Peds::BST::Soft_Tissue::Lipomatosis,Lipomatosis,peds,Peds,BST,abpath,Lipomatosis,peds::lipomatosis,0,
Peds::BST::Soft_Tissue::Liposarcoma,Liposarcoma,peds,Peds,BST,abpath,Liposarcoma,peds::liposarcoma,1,Peds::Soft_Tissue::Adipocytic::Liposarcoma
Peds::BST::Soft_Tissue::Lobular_Capillary_Hemangioma,Lobular_Capillary_Hemangioma,peds,Peds,BST,abpath,Lobular Capillary Hemangioma,peds::lobular_capillary_hemangioma,0,
Peds::BST::Soft_Tissue::Low_Grade_Fibromyxoid_Sarcoma,Low_Grade_Fibromyxoid_Sarcoma,peds,Peds,BST,abpath,Low Grade Fibromyxoid Sarcoma,peds::low_grade_fibromyxoid_sarcoma,0,
Peds::BST::Soft_Tissue::Low_Grade_Myofibroblastic_Sarcoma,Low_Grade_Myofibroblastic_Sarcoma,peds,Peds,BST,abpath,Low Grade Myofibroblastic Sarcoma,peds::low_grade_myofibroblastic_sarcoma,1,Peds::Soft_Tissue::Fibroblastic::Low_grade_Myofibroblastic_Sarcoma
Peds::BST::Soft_Tissue::Malignant_Peripheral_Nerve_Sheath_Tumor_MPNST,Malignant_Peripheral_Nerve_Sheath_Tumor_MPNST,peds,Peds,BST,abpath,Malignant Peripheral Nerve Sheath Tumor MPNST,peds::malignant_peripheral_nerve_sheath_tumor_mpnst,0,
Peds::BST::Soft_Tissue::Myofibroma_Myopericytoma,Myofibroma_Myopericytoma,peds,Peds,BST,abpath,Myofibroma Myopericytoma,peds::myofibroma_myopericytoma,0,
Peds::BST::Soft_Tissue::Neurofibroma,Neurofibroma,peds,Peds,BST,abpath,Neurofibroma,peds::neurofibroma,0,
Peds::BST::Soft_Tissue::PEComa,PEComa,peds,Peds,BST,abpath,PEComa,peds::pecoma,1,Peds::Soft_Tissue::Uncertain::PEComa
Peds::BST::Soft_Tissue::Papillary_Intralymphatic_Angioendothelioma,Papillary_Intralymphatic_Angioendothelioma,peds,Peds,BST,abpath,Papillary Intralymphatic Angioendothelioma,peds::papillary_intralymphatic_angioendothelioma,0,
Peds::BST::Soft_Tissue::Pediatric_NTRK_Rearranged_Spindle_Cell_Neoplasm,Pediatric_NTRK_Rearranged_Spindle_Cell_Neoplasm,peds,Peds,BST,abpath,Pediatric NTRK Rearranged Spindle Cell Neoplasm,peds::pediatric_ntrk_rearranged_spindle_cell_neoplasm,1,Peds::Soft_Tissue::Fibroblastic::Pediatric_NTRK_rearranged_Spindle_Cell_Neoplasm
Peds::BST::Soft_Tissue::Perineurioma,Perineurioma,peds,Peds,BST,abpath,Perineurioma,peds::perineurioma,1,Peds::Soft_Tissue::Nerve_Sheath::Perineurioma
Peds::BST::Soft_Tissue::Phosphaturic_Mesenchymal_Tumor,Phosphaturic_Mesenchymal_Tumor,peds,Peds,BST,abpath,Phosphaturic Mesenchymal Tumor,peds::phosphaturic_mesenchymal_tumor,1,Peds::Soft_Tissue::Uncertain::Phosphaturic_Mesenchymal_Tumor
Peds::BST::Soft_Tissue::Plexiform_Fibrohistiocytic_Tumor,Plexiform_Fibrohistiocytic_Tumor,peds,Peds,BST,abpath,Plexiform Fibrohistiocytic Tumor,peds::plexiform_fibrohistiocytic_tumor,1,Peds::Soft_Tissue::Fibrohistiocytic::Plexiform_Fibrohistiocytic_Tumor
Peds::BST::Soft_Tissue::Pseudomyogenic_Hemangioendothelioma,Pseudomyogenic_Hemangioendothelioma,peds,Peds,BST,abpath,Pseudomyogenic Hemangioendothelioma,peds::pseudomyogenic_hemangioendothelioma,1,Peds::Soft_Tissue::Vascular::Pseudomyogenic_Hemangioendothelioma
Peds::BST::Soft_Tissue::Retiform_Hemangioendothelioma,Retiform_Hemangioendothelioma,peds,Peds,BST,abpath,Retiform Hemangioendothelioma,peds::retiform_hemangioendothelioma,0,
Peds::BST::Soft_Tissue::Rhabdomyoma,Rhabdomyoma,peds,Peds,BST,abpath,Rhabdomyoma,peds::rhabdomyoma,1,Peds::Soft_Tissue::Skeletal_Muscle::Rhabdomyoma
Peds::BST::Soft_Tissue::Rhabdomyosarcoma_Alveolar,Rhabdomyosarcoma_Alveolar,peds,Peds,BST,abpath,Rhabdomyosarcoma Alveolar,peds::rhabdomyosarcoma_alveolar,0,
Peds::BST::Soft_Tissue::Rhabdomyosarcoma_Embryonal,Rhabdomyosarcoma_Embryonal,peds,Peds,BST,abpath,Rhabdomyosarcoma Embryonal,peds::rhabdomyosarcoma_embryonal,0,
Peds::BST::Soft_Tissue::Rhabdomyosarcoma_Spindle_Cell_Sclerosing,Rhabdomyosarcoma_Spindle_Cell_Sclerosing,peds,Peds,BST,abpath,Rhabdomyosarcoma Spindle Cell Sclerosing,peds::rhabdomyosarcoma_spindle_cell_sclerosing,0,
Peds::BST::Soft_Tissue::Round_Cell_Sarcoma_EWSR1_Non_ETS_Fusion,Round_Cell_Sarcoma_EWSR1_Non_ETS_Fusion,peds,Peds,BST,abpath,Round Cell Sarcoma EWSR1 Non ETS Fusion,peds::round_cell_sarcoma_ewsr1_non_ets_fusion,0,
Peds::BST::Soft_Tissue::Sarcoma_With_BCOR_Genetic_Alteration,Sarcoma_With_BCOR_Genetic_Alteration,peds,Peds,BST,abpath,Sarcoma With BCOR Genetic Alteration,peds::sarcoma_with_bcor_genetic_alteration,0,
Peds::BST::Soft_Tissue::Schwannoma,Schwannoma,peds,Peds,BST,abpath,Schwannoma,peds::schwannoma,0,
Peds::BST::Soft_Tissue::Sclerosing_Epithelioid_Fibrosarcoma,Sclerosing_Epithelioid_Fibrosarcoma,peds,Peds,BST,abpath,Sclerosing Epithelioid Fibrosarcoma,peds::sclerosing_epithelioid_fibrosarcoma,0,
Peds::BST::Soft_Tissue::Sinonasal_Angiofibroma,Sinonasal_Angiofibroma,peds,Peds,BST,abpath,Sinonasal Angiofibroma,peds::sinonasal_angiofibroma,1,Peds::Soft_Tissue::Fibroblastic::Sinonasal_Angiofibroma
Peds::BST::Soft_Tissue::Solitary_Circumscribed_Neuroma,Solitary_Circumscribed_Neuroma,peds,Peds,BST,abpath,Solitary Circumscribed Neuroma,peds::solitary_circumscribed_neuroma,1,Peds::Soft_Tissue::Nerve_Sheath::Solitary_Circumscribed_Neuroma
Peds::BST::Soft_Tissue::Synovial_Sarcoma,Synovial_Sarcoma,peds,Peds,BST,abpath,Synovial Sarcoma,peds::synovial_sarcoma,0,
Peds::BST::Soft_Tissue::Tenosynovial_Giant_Cell_Tumor,Tenosynovial_Giant_Cell_Tumor,peds,Peds,BST,abpath,Tenosynovial Giant Cell Tumor,peds::tenosynovial_giant_cell_tumor,1,Peds::Soft_Tissue::Fibrohistiocytic::Tenosynovial_Giant_Cell_Tumor
Peds::BST::Soft_Tissue::Tufted_Angioma,Tufted_Angioma,peds,Peds,BST,abpath,Tufted Angioma,peds::tufted_angioma,0,
Peds::BST::Soft_Tissue::Vascular_Arteriovenous_Malformation,Vascular_Arteriovenous_Malformation,peds,Peds,BST,abpath,Vascular Arteriovenous Malformation,peds::vascular_arteriovenous_malformation,0,
Peds::BST::Soft_Tissue::Vascular_Capillary_Malformation,Vascular_Capillary_Malformation,peds,Peds,BST,abpath,Vascular Capillary Malformation,peds::vascular_capillary_malformation,0,
Peds::BST::Soft_Tissue::Vascular_Venous_Malformation,Vascular_Venous_Malformation,peds,Peds,BST,abpath,Vascular Venous Malformation,peds::vascular_venous_malformation,0,
Peds::Bone::Chondrogenic::Enchondroma_and_Enchondromatosis,Enchondroma_and_Enchondromatosis,peds,Peds,Bone,who,Enchondroma and Enchondromatosis,peds::enchondroma_and_enchondromatosis,0,
Peds::Bone::Osteogenic::Chondromesenchymal_Hamartoma_of_the_Chest_Wall,Chondromesenchymal_Hamartoma_of_the_Chest_Wall,peds,Peds,Bone,who,Chondromesenchymal Hamartoma of the Chest Wall,peds::chondromesenchymal_hamartoma_of_the_chest_wall,0,
Peds::Breast::Gynecomastia,Gynecomastia,peds,Peds,Breast,abpath,Gynecomastia,peds::gynecomastia,0,
Peds::Breast::Juvenile_Fibroadenoma,Juvenile_Fibroadenoma,peds,Peds,Breast,abpath,Juvenile Fibroadenoma,peds::juvenile_fibroadenoma,1,Peds::Breast::Fibroepithelial::Juvenile_Fibroadenoma
Peds::Breast::Juvenile_Papillomatosis,Juvenile_Papillomatosis,peds,Peds,Breast,abpath,Juvenile Papillomatosis,peds::juvenile_papillomatosis,0,
Peds::Breast::Phyllodes_Tumor,Phyllodes_Tumor,peds,Peds,Breast,abpath,Phyllodes Tumor,peds::phyllodes_tumor,0,
Peds::Breast::Secretory_Carcinoma,Secretory_Carcinoma,peds,Peds,Breast,abpath,Secretory Carcinoma,peds::secretory_carcinoma,0,
Peds::ENDO::Medulla_Paraganglia::Composite_Pheochromocytoma_Paraganglioma,Composite_Pheochromocytoma_Paraganglioma,peds,Peds,ENDO,who,Composite Pheochromocytoma Paraganglioma,peds::composite_pheochromocytoma_paraganglioma,0,
Peds::ENDO::Thyroid::Epithelial::Spindle_Epithelial_Tumor_with_Thymus_like_Elements,Spindle_Epithelial_Tumor_with_Thymus_like_Elements,peds,Peds,ENDO,who,Spindle Epithelial Tumor with Thymus like Elements,peds::spindle_epithelial_tumor_with_thymus_like_elements,0,
Peds::EYE::Conjunctival::Hamartomas::Epibulbar_Choristoma,Epibulbar_Choristoma,peds,Peds,Eye,who,Epibulbar Choristoma,peds::epibulbar_choristoma,0,
Peds::EYE::Conjunctival::Hamartomas::Epibulbar_Osseous_Choristoma,Epibulbar_Osseous_Choristoma,peds,Peds,Eye,who,Epibulbar Osseous Choristoma,peds::epibulbar_osseous_choristoma,0,
Peds::EYE::Optic_Nerve::Pilocytic_Astrocytoma_and_Other_Gliomas_of_the_Optic_Nerve,Pilocytic_Astrocytoma_and_Other_Gliomas_of_the_Optic_Nerve,peds,Peds,Eye,who,Pilocytic Astrocytoma and Other Gliomas of the Optic Nerve,peds::pilocytic_astrocytoma_and_other_gliomas_of_the_optic_nerve,0,
Peds::EYE::Uveal::Diffuse_Choroidal_Neurofibroma_and_Ganglioneuroma,Diffuse_Choroidal_Neurofibroma_and_Ganglioneuroma,peds,Peds,Eye,who,Diffuse Choroidal Neurofibroma and Ganglioneuroma,peds::diffuse_choroidal_neurofibroma_and_ganglioneuroma,0,
Peds::Endocrine::Adrenal::Adrenal_Cortical_Tumor,Adrenal_Cortical_Tumor,peds,Peds,Endocrine,abpath,Adrenal Cortical Tumor,peds::adrenal_cortical_tumor,0,
Peds::Endocrine::Adrenal::Congenital_Adrenal_Hyperplasia,Congenital_Adrenal_Hyperplasia,peds,Peds,Endocrine,abpath,Congenital Adrenal Hyperplasia,peds::congenital_adrenal_hyperplasia,0,
Peds::Endocrine::Adrenal::Pheochromocytoma,Pheochromocytoma,peds,Peds,Endocrine,abpath,Pheochromocytoma,peds::pheochromocytoma,0,
Peds::Endocrine::Adrenal::Sympathetic_Paraganglioma,Sympathetic_Paraganglioma,peds,Peds,Endocrine,abpath,Sympathetic Paraganglioma,peds::sympathetic_paraganglioma,0,
Peds::Endocrine::Parathyroid::Parathyroid_Adenoma,Parathyroid_Adenoma,peds,Peds,Endocrine,abpath,Parathyroid Adenoma,peds::parathyroid_adenoma,1,Peds::ENDO::Parathyroid::Parathyroid_Adenoma
Peds::Endocrine::Thyroid::Cribriform_Morular_Thyroid_Carcinoma,Cribriform_Morular_Thyroid_Carcinoma,peds,Peds,Endocrine,abpath,Cribriform Morular Thyroid Carcinoma,peds::cribriform_morular_thyroid_carcinoma,0,
Peds::Endocrine::Thyroid::Follicular_Adenoma,Follicular_Adenoma,peds,Peds,Endocrine,abpath,Follicular Adenoma,peds::follicular_adenoma,0,
Peds::Endocrine::Thyroid::Medullary_Thyroid_Carcinoma,Medullary_Thyroid_Carcinoma,peds,Peds,Endocrine,abpath,Medullary Thyroid Carcinoma,peds::medullary_thyroid_carcinoma,0,
Peds::Endocrine::Thyroid::Papillary_Thyroid_Carcinoma,Papillary_Thyroid_Carcinoma,peds,Peds,Endocrine,abpath,Papillary Thyroid Carcinoma,peds::papillary_thyroid_carcinoma,0,
Peds::Endocrine::Thyroid::Thyroiditis,Thyroiditis,peds,Peds,Endocrine,abpath,Thyroiditis,peds::thyroiditis,0,
Peds::Eye::Conjunctival_Epibulbar_Choristoma,Conjunctival_Epibulbar_Choristoma,peds,Peds,Eye,abpath,Conjunctival Epibulbar Choristoma,peds::conjunctival_epibulbar_choristoma,0,
Peds::Eye::Diffuse_Choroidal_Neurofibroma,Diffuse_Choroidal_Neurofibroma,peds,Peds,Eye,abpath,Diffuse Choroidal Neurofibroma,peds::diffuse_choroidal_neurofibroma,0,
Peds::Eye::Inflamed_Juvenile_Conjunctival_Nevus,Inflamed_Juvenile_Conjunctival_Nevus,peds,Peds,Eye,abpath,Inflamed Juvenile Conjunctival Nevus,peds::inflamed_juvenile_conjunctival_nevus,1,Peds::EYE::Conjunctival::Melanocytic::Inflamed_Juvenile_Conjunctival_Nevus
Peds::Eye::Lisch_Nodule_Iris_Hamartoma,Lisch_Nodule_Iris_Hamartoma,peds,Peds,Eye,abpath,Lisch Nodule Iris Hamartoma,peds::lisch_nodule_iris_hamartoma,1,Peds::EYE::Uveal::Lisch_Nodule_Iris_Hamartoma
Peds::Eye::Medulloepithelioma,Medulloepithelioma,peds,Peds,Eye,abpath,Medulloepithelioma,peds::medulloepithelioma,0,
Peds::Eye::Optic_Nerve_Pilocytic_Astrocytoma,Optic_Nerve_Pilocytic_Astrocytoma,peds,Peds,Eye,abpath,Optic Nerve Pilocytic Astrocytoma,peds::optic_nerve_pilocytic_astrocytoma,0,
Peds::Eye::Phakomatous_Choristoma,Phakomatous_Choristoma,peds,Peds,Eye,abpath,Phakomatous Choristoma,peds::phakomatous_choristoma,1,Peds::EYE::Conjunctival::Hamartomas::Phakomatous_Choristoma
Peds::Eye::Retinoblastoma,Retinoblastoma,peds,Peds,Eye,abpath,Retinoblastoma,peds::retinoblastoma,0,
Peds::Eye::Retinocytoma,Retinocytoma,peds,Peds,Eye,abpath,Retinocytoma,peds::retinocytoma,1,Peds::EYE::Retinal::Retinocytoma
Peds::Forensic::Birth_Trauma,Birth_Trauma,peds,Peds,Forensic,abpath,Birth Trauma,peds::birth_trauma,0,
Peds::Forensic::Child_Abuse_And_Neglect,Child_Abuse_And_Neglect,peds,Peds,Forensic,abpath,Child Abuse And Neglect,peds::child_abuse_and_neglect,0,
Peds::Forensic::Munchausen_Syndrome_By_Proxy,Munchausen_Syndrome_By_Proxy,peds,Peds,Forensic,abpath,Munchausen Syndrome By Proxy,peds::munchausen_syndrome_by_proxy,0,
Peds::Forensic::Sudden_Infant_Death_Syndrome_SIDS,Sudden_Infant_Death_Syndrome_SIDS,peds,Peds,Forensic,abpath,Sudden Infant Death Syndrome SIDS,peds::sudden_infant_death_syndrome_sids,0,
Peds::Forensic::Sudden_Unexpected_Death_In_Infancy_SUDI,Sudden_Unexpected_Death_In_Infancy_SUDI,peds,Peds,Forensic,abpath,Sudden Unexpected Death In Infancy SUDI,peds::sudden_unexpected_death_in_infancy_sudi,0,
Peds::GENETICS::ENDO::Hereditary_Pheochromocytoma_Paraganglioma_Syndromes,Hereditary_Pheochromocytoma_Paraganglioma_Syndromes,peds,Peds,Genetics,who,Hereditary Pheochromocytoma Paraganglioma Syndromes,peds::hereditary_pheochromocytoma_paraganglioma_syndromes,0,
Peds::GENETICS::Other::BAP1_Tumor_Predisposition_Syndrome,BAP1_Tumor_Predisposition_Syndrome,peds,Peds,Genetics,who,BAP1 Tumor Predisposition Syndrome,peds::bap1_tumor_predisposition_syndrome,0,
Peds::GENETICS::Wilms::Beckwith_Wiedemann_and_Related_Overgrowth_Syndromes,Beckwith_Wiedemann_and_Related_Overgrowth_Syndromes,peds,Peds,Genetics,who,Beckwith Wiedemann and Related Overgrowth Syndromes,peds::beckwith_wiedemann_and_related_overgrowth_syndromes,0,
Peds::GI::Biliary_Atresia,Biliary_Atresia,peds,Peds,GI,abpath,Biliary Atresia,peds::biliary_atresia,0,
Peds::GI::Calcifying_Nested_Stromal_Epithelial_Tumor,Calcifying_Nested_Stromal_Epithelial_Tumor,peds,Peds,GI,abpath,Calcifying Nested Stromal Epithelial Tumor,peds::calcifying_nested_stromal_epithelial_tumor,1,Peds::GI::Liver::Mesenchymal::Calcifying_Nested_Stromal_epithelial_Tumor
Peds::GI::Caroli_Disease,Caroli_Disease,peds,Peds,GI,abpath,Caroli Disease,peds::caroli_disease,0,
Peds::GI::Congenital_Hepatic_Fibrosis,Congenital_Hepatic_Fibrosis,peds,Peds,GI,abpath,Congenital Hepatic Fibrosis,peds::congenital_hepatic_fibrosis,0,
Peds::GI::Embryonal_Sarcoma_Of_The_Liver,Embryonal_Sarcoma_Of_The_Liver,peds,Peds,GI,abpath,Embryonal Sarcoma Of The Liver,peds::embryonal_sarcoma_of_the_liver,1,Peds::GI::Liver::Mesenchymal::Embryonal_Sarcoma_of_the_Liver
Peds::GI::Fibrolamellar_Hepatocellular_Carcinoma,Fibrolamellar_Hepatocellular_Carcinoma,peds,Peds,GI,abpath,Fibrolamellar Hepatocellular Carcinoma,peds::fibrolamellar_hepatocellular_carcinoma,0,
Peds::GI::Gastroblastoma,Gastroblastoma,peds,Peds,GI,abpath,Gastroblastoma,peds::gastroblastoma,1,Peds::GI::GI::Epithelial::Gastroblastoma
Peds::GI::Hepatic_Angiosarcoma,Hepatic_Angiosarcoma,peds,Peds,GI,abpath,Hepatic Angiosarcoma,peds::hepatic_angiosarcoma,1,Peds::GI::Liver::Hepatic_Angiosarcoma
Peds::GI::Hepatoblastoma,Hepatoblastoma,peds,Peds,GI,abpath,Hepatoblastoma,peds::hepatoblastoma,0,
Peds::GI::Hirschsprung_Disease,Hirschsprung_Disease,peds,Peds,GI,abpath,Hirschsprung Disease,peds::hirschsprung_disease,0,
Peds::GI::Liver::Hepatic_Congenital_Hemangioma,Hepatic_Congenital_Hemangioma,peds,Peds,GI,who,Hepatic Congenital Hemangioma,peds::hepatic_congenital_hemangioma,0,
Peds::GI::Liver::Hepatic_Infantile_Hemangioma,Hepatic_Infantile_Hemangioma,peds,Peds,GI,who,Hepatic Infantile Hemangioma,peds::hepatic_infantile_hemangioma,0,
Peds::GI::Liver::Mesenchymal::Mesenchymal_Hamartoma,Mesenchymal_Hamartoma,peds,Peds,GI,who,Mesenchymal Hamartoma,peds::mesenchymal_hamartoma,0,
Peds::GI::Mesenchymal_Hamartoma_Of_Liver,Mesenchymal_Hamartoma_Of_Liver,peds,Peds,GI,abpath,Mesenchymal Hamartoma Of Liver,peds::mesenchymal_hamartoma_of_liver,0,
Peds::GI::Microvillous_Inclusion_Disease,Microvillous_Inclusion_Disease,peds,Peds,GI,abpath,Microvillous Inclusion Disease,peds::microvillous_inclusion_disease,0,
Peds::GI::Pancreatic_Acinar_Cell_Carcinoma,Pancreatic_Acinar_Cell_Carcinoma,peds,Peds,GI,abpath,Pancreatic Acinar Cell Carcinoma,peds::pancreatic_acinar_cell_carcinoma,0,
Peds::GI::Pancreatoblastoma,Pancreatoblastoma,peds,Peds,GI,abpath,Pancreatoblastoma,peds::pancreatoblastoma,0,
Peds::GI::Pediatric_Hepatocellular_Carcinoma,Pediatric_Hepatocellular_Carcinoma,peds,Peds,GI,abpath,Pediatric Hepatocellular Carcinoma,peds::pediatric_hepatocellular_carcinoma,0,
Peds::GI::Solid_Pseudopapillary_Neoplasm,Solid_Pseudopapillary_Neoplasm,peds,Peds,GI,abpath,Solid Pseudopapillary Neoplasm,peds::solid_pseudopapillary_neoplasm,0,
Peds::GI::Tufting_Enteropathy,Tufting_Enteropathy,peds,Peds,GI,abpath,Tufting Enteropathy,peds::tufting_enteropathy,0,
Peds::GU::Germ_Cell::Choriocarcinoma_Non_Gestational,Choriocarcinoma_Non_Gestational,peds,Peds,GU,abpath,Choriocarcinoma Non Gestational,peds::choriocarcinoma_non_gestational,1,Peds::Germ_Cell::Non_Germinomatous::Choriocarcinoma_Non_gestational
Peds::GU::Germ_Cell::Embryonal_Carcinoma,Embryonal_Carcinoma,peds,Peds,GU,abpath,Embryonal Carcinoma,peds::embryonal_carcinoma,1,Peds::Germ_Cell::Non_Germinomatous::Embryonal_Carcinoma
Peds::GU::Germ_Cell::Extragonadal_Teratoma,Extragonadal_Teratoma,peds,Peds,GU,abpath,Extragonadal Teratoma,peds::extragonadal_teratoma,1,Peds::Germ_Cell::Non_Germinomatous::Extragonadal_Teratoma
Peds::GU::Germ_Cell::Germinoma_Dysgerminoma_Seminoma,Germinoma_Dysgerminoma_Seminoma,peds,Peds,GU,abpath,Germinoma Dysgerminoma Seminoma,peds::germinoma_dysgerminoma_seminoma,0,
Peds::GU::Germ_Cell::Gonadoblastoma,Gonadoblastoma,peds,Peds,GU,abpath,Gonadoblastoma,peds::gonadoblastoma,0,
Peds::GU::Germ_Cell::Immature_Teratoma,Immature_Teratoma,peds,Peds,GU,abpath,Immature Teratoma,peds::immature_teratoma,0,
Peds::GU::Germ_Cell::Mature_Cystic_Teratoma,Mature_Cystic_Teratoma,peds,Peds,GU,abpath,Mature Cystic Teratoma,peds::mature_cystic_teratoma,1,Peds::Germ_Cell::Non_Germinomatous::Mature_Cystic_Teratoma
Peds::GU::Germ_Cell::Postpubertal_Type_Teratoma,Postpubertal_Type_Teratoma,peds,Peds,GU,abpath,Postpubertal Type Teratoma,peds::postpubertal_type_teratoma,0,
Peds::GU::Germ_Cell::Prepubertal_Type_Testicular_Teratoma,Prepubertal_Type_Testicular_Teratoma,peds,Peds,GU,abpath,Prepubertal Type Testicular Teratoma,peds::prepubertal_type_testicular_teratoma,1,Peds::Germ_Cell::Non_Germinomatous::Prepubertal_type_Testicular_Teratoma
Peds::GU::Germ_Cell::Yolk_Sac_Tumor,Yolk_Sac_Tumor,peds,Peds,GU,abpath,Yolk Sac Tumor,peds::yolk_sac_tumor,1,Peds::Germ_Cell::Non_Germinomatous::Yolk_Sac_Tumor
Peds::GU::Male::Cryptorchidism,Cryptorchidism,peds,Peds,GU,abpath,Cryptorchidism,peds::cryptorchidism,0,
Peds::GU::Male::Juvenile_Granulosa_Cell_Tumor_Testis,Juvenile_Granulosa_Cell_Tumor_Testis,peds,Peds,GU,abpath,Juvenile Granulosa Cell Tumor Testis,peds::juvenile_granulosa_cell_tumor_testis,0,
Peds::GU::Male::Meconium_Periorchitis,Meconium_Periorchitis,peds,Peds,GU,abpath,Meconium Periorchitis,peds::meconium_periorchitis,0,
